sourcenotation;targetnotation;type
4331960-9;sh85080793;close
4302468-3;sh00005324;close
4117385-5;sh2006002572;close
4240199-9;sh85075483;close
4461782-3;sh2005006602;close
4297605-4;sh85145668;close
4172668-6;sh2005003358;close
4189549-6;sh2005004676;close
4065317-1;sh85145782;close
4275378-8;sh85081907;close
4673152-0;sh85148207;close
4338135-2;sh85149296;close
4122843-1;sh2005007260;close
4072431-1;sh85149285;close
4188859-5;sh85059782;close
4394763-3;sh92001069;close
4188872-8;sh85059766;close
4190351-1;sh85148727;close
4190377-8;sh85148796;close
4348523-6;sh85135410;close
4754338-3;sh2003008560;close
4716267-3;sh00000121;close
4529086-6;sh99004678;close
4225621-5;sh87006824;close
4204056-5;sh87006824;close
4137596-8;sh87006824;close
4239943-9;sh87006824;close
4136200-7;sh94001321;close
4136200-7;sh87006824;close
4143686-6;sh85009506;close
4140202-9;sh85023418;close
4212787-7;sh85023418;close
4326400-1;sh87006824;close
4259256-2;sh87006824;close
4363733-4;sh85023418;close
4163804-9;sh85023418;close
4337474-8;sh85023418;close
4355630-9;sh85023418;close
4461961-3;sh99011651;close
4418107-3;sh85023418;close
4128268-1;sh85023418;close
4317079-1;sh85023418;close
4256486-4;sh85023418;close
4317192-8;sh87007747;close
4235045-1;sh85023418;close
4301676-5;sh85023418;close
4267485-2;sh85023418;close
4245188-7;sh85023418;close
4203823-6;sh85023418;close
4263224-9;sh85023418;close
4259253-7;sh85023418;close
4205480-1;sh85023418;close
4201592-3;sh85023418;close
4431836-4;sh85023418;close
4317927-7;sh85023418;close
4204690-7;sh85023418;close
4202522-9;sh85023418;close
4206357-7;sh85023418;close
4198102-9;sh85023418;close
4571968-8;sh85023418;close
4163803-7;sh85023418;close
4123513-7;sh85023418;close
4173496-8;sh2002009415;close
4233287-4;sh85023418;close
4120561-3;sh85023418;close
4173498-1;sh85041870;close
4733429-0;sh87006824;close
4347842-6;sh87006824;close
4299404-4;sh87006824;close
4352238-5;sh87006824;close
4288103-1;sh85000957;close
4324988-7;sh85055012;close
4622376-9;sh85000957;close
4592690-6;sh85066022;close
4163797-5;sh85066022;close
4394258-1;sh87005997;close
4114172-6;sh87005997;close
4403591-3;sh85103573;close
4144832-7;sh85013404;close
4144952-6;sh85068277;close
4129110-4;sh85013449;close
4192975-5;sh85149273;close
4333485-4;sh85001056;close
4387930-5;sh85001056;close
4299733-1;sh85001056;close
4835528-8;sh89000477;close
4031081-4;sh87008036;close
4031081-4;sh87005997;close
4114175-1;sh87008036;close
4399912-8;sh87008036;close
4120560-1;sh87008036;close
4621524-4;sh87008036;close
4194966-3;sh85023418;close
4206360-7;sh87005997;close
4206360-7;sh87008036;close
4246231-9;sh85023418;close
4418801-8;sh87005997;close
4418801-8;sh87008036;close
4799251-7;sh87005997;close
4799251-7;sh87008036;close
4429012-3;sh87005997;close
4350066-3;sh85101167;close
4114474-0;sh97004191;close
4145469-8;sh85059793;close
4700704-7;sh85096121;close
4145867-9;sh85015074;close
4308498-9;sh85027065;close
4337771-3;sh85014090;close
4473210-7;sh85129224;close
4183622-4;sh85138671;close
4387789-8;sh85097607;close
4183636-4;sh85129140;close
4213728-7;sh85116151;close
4121739-1;sh85072705;close
4438227-3;sh85041961;close
4207718-7;sh00000224;close
4183739-3;sh85041660;close
4058102-0;sh85041637;close
4058079-9;sh85138741;close
4077970-1;sh85049383;close
4535131-4;sh85034887;close
4139728-9;sh85041917;close
4127712-0;sh85041917;close
4183760-5;sh85041879;close
4183761-7;sh85041637;close
4226174-0;sh85129197;close
4226166-1;sh94009464;close
4183714-9;sh85063302;close
4161955-9;sh85067173;close
4470584-0;sh85103120;close
4138413-1;sh85135435;close
4354995-0;sh94005140;close
4303059-2;sh87007841;close
4257608-8;sh85021931;close
4137699-7;sh85103113;close
4401793-5;sh85040430;close
4127080-0;sh85095412;close
4187746-9;sh85055046;close
4352553-2;sh85129393;close
4138189-0;sh95010429;close
4271563-5;sh85122578;close
4206294-9;sh85130869;close
4291335-4;sh85142820;close
4188018-3;sh85119573;close
4252384-9;sh96007649;close
4222213-8;sh85087823;close
4146396-1;sh85015918;close
4188678-1;sh85090254;close
4197402-5;sh85049165;close
4264356-9;sh85109479;close
4146525-8;sh85112261;close
4470652-2;sh85063393;close
4189181-8;sh85145527;close
4146524-6;sh85112261;close
4189190-9;sh85099987;close
4064722-5;sh85145467;close
4171119-1;sh85093463;close
4064727-4;sh85145564;close
4128951-1;sh85098352;close
4158821-6;sh85098352;close
4772928-4;sh85113074;close
4124439-4;sh85145648;close
4020929-5;sh85037890;close
4211971-6;sh85145738;close
4064847-3;sh85135267;close
4183856-7;sh85113309;close
4472286-2;sh2004000285;close
4606156-3;sh95000210;close
4137767-9;sh85059807;close
4245230-2;sh85046462;close
4127180-4;sh2006001439;close
4202600-3;sh85029289;close
4144456-5;sh92002125;close
4147153-2;sh85022201;close
4158123-4;sh85057264;close
4734072-1;sh89006335;close
4157470-9;sh2002004664;close
4066092-8;sh85146655;close
4582302-9;sh89006335;close
4157471-0;sh85080549;close
4352135-6;sh85031339;close
4147102-7;sh85018637;close
4350321-4;sh85146951;close
4173861-5;sh85100129;close
4190013-3;sh93006992;close
4190013-3;sh85063195;close
4362502-2;sh98004363;close
4233938-8;sh85027191;close
4313705-2;sh85148814;close
4788337-6;sh2003010653;close
4067619-5;sh89004859;close
4067660-2;sh85149750;close
4504166-0;sh85070179;close
4332814-3;sh85009281;close
4466091-1;sh2007101561;close
4164966-7;sh89006335;close
4184145-1;sh85041795;close
4137495-2;sh85105726;close
4293487-4;sh85049168;close
4160839-2;sh90000762;close
4318208-2;sh85139042;close
4801683-4;n2008030736;close
4841015-9;sh2008008368;close
4193882-3;sh89003166;close
4122814-5;sh85113230;close
4133452-8;sh85114867;close
4214783-9;sh85087417;close
4184827-5;sh85108448;close
4116495-7;sh85062894;close
4158638-4;sh96002896;close
4220681-9;sh85018770;close
4147183-0;sh85018770;close
4235441-9;sh85111278;close
4553045-2;sh98007110;close
4174172-9;sh85100645;close
4325477-9;sh85087488;close
4147508-2;sh85022138;close
4026279-0;sh85063276;close
4240563-4;sh85098375;close
4181772-2;sh85124778;close
4251879-9;sh85025369;close
4313696-5;sh92000993;close
4260187-3;sh85028577;close
4148251-7;sh85029413;close
4184139-6;sh85130585;close
4121751-2;sh2005003899;close
4184232-7;sh85041861;close
4740357-3;sh2002000568;close
4178902-7;sh85028763;close
4058502-5;sh85030823;close
4124423-0;sh97004559;close
4124285-3;sh85082013;close
4144590-9;sh85093747;close
4199919-8;sh85107540;close
4262348-0;sh85107543;close
4136601-3;sh85097620;close
4313407-5;sh85036699;close
4251459-9;sh85038595;close
4287504-3;sh89004541;close
4144760-8;sh85093833;close
4326604-6;sh2008006340;close
4702626-1;sh85065800;close
4161632-7;sh2003009301;close
4177054-7;sh85125935;close
4161634-0;sh2003011703;close
4299394-5;sh85036851;close
4149626-7;sh2003006773;close
4279217-4;sh85102163;close
4072857-2;sh85067180;close
4149724-7;sh85037789;close
4149718-1;sh85037791;close
4212669-1;sh85103621;close
4149750-8;sh85042236;close
4078181-1;sh2006002260;close
7570991-0;sh85081327;close
4149793-4;sh2003011041;close
4059233-9;sh85065936;close
4059260-1;sh88000824;close
4316048-7;sh89000315;close
4260999-9;sh85098376;close
4454574-5;sh85082775;close
4161182-2;sh92006164;close
4161182-2;sh93000015;close
4012277-3;sh85037936;close
4341926-4;sh85037938;close
4184599-7;sh86000451;close
4184655-2;sh85111360;close
4279201-0;sh86001175;close
4300201-8;sh85133691;close
4455179-4;sh85079255;close
4138616-4;sh85064151;close
4184642-4;sh85046815;close
7635484-2;sh85122709;close
4239471-5;sh85147705;close
4003736-8;sh88002931;close
4671998-2;sh2007005940;close
7569002-0;sh85045620;close
4346537-7;sh85045620;close
4014735-6;sh90000752;close
4369688-0;sh2009000869;close
4131115-2;sh85038500;close
4162828-7;sh90001886;close
4150331-4;sh99000166;close
4150434-3;sh85112259;close
4125571-9;sh85128363;close
4152185-7;sh85042226;close
4330897-1;sh86007791;close
4176363-4;sh85109073;close
4356177-9;sh87001691;close
4127022-8;sh85136978;close
4452074-8;sh92004698;close
4130448-2;sh85112949;close
4273128-8;sh98008047;close
4182235-3;sh85055306;close
4253297-8;sh85039540;close
4197733-6;sh2005003468;close
4326603-4;sh85039914;close
4136925-7;sh85134864;close
4215608-7;sh93001918;close
4463360-9;sh2008009623;close
4400801-6;sh85041189;close
4400804-1;sh85041188;close
4509483-4;sh85098367;close
4129617-5;sh85098367;close
4328765-7;sh85053534;close
4151254-6;sh85094770;close
4167629-4;sh85033596;close
4507370-3;sh85133301;close
4170588-9;sh2006005865;close
4154453-5;sh85047179;close
4246595-3;sh85110469;close
4330786-3;sh85095130;close
4155574-0;sh85129589;close
4259899-0;sh85028834;close
4014200-0;sh85041621;close
4151719-2;sh85041659;close
4151720-9;sh85042065;close
4316551-5;sh85130750;close
4180930-0;sh85111453;close
4314075-0;sh93002326;close
4195933-4;sh85057373;close
4158575-6;sh85082847;close
4077423-5;sh85065936;close
4014247-4;sh85042110;close
4370087-1;sh92005724;close
7628620-4;sh2006001835;close
4324275-3;sh85145424;close
7614486-0;sh2006004667;close
7594307-4;sh89002320;close
4014306-5;sh85042184;close
4296761-2;sh85042134;close
4151853-6;sh85042193;close
4424379-0;sh89001286;close
4125978-6;sh85042423;close
4690163-2;sh90005656;close
4774217-3;sh85076873;close
4144439-5;sh85104909;close
4177083-3;sh85125956;close
4441906-5;sh85125407;close
4172826-9;sh85095633;close
4151864-0;sh85042206;close
4136101-5;sh85113178;close
4145594-0;sh85014123;close
4717957-0;sh2005001982;close
7755384-6;sh2001003086;close
4463785-8;sh85042325;close
4014337-5;sh85042200;close
4151879-2;sh85095201;close
4203247-7;sh85015258;close
4511703-2;sh85080189;close
4322348-5;sh85046261;close
4338832-2;sh92006555;close
4137936-6;sh2004003048;close
4311830-6;sh85046609;close
4186506-6;sh85139081;close
4120577-7;sh85024679;close
4181260-8;sh85122397;close
4181278-5;sh2006002450;close
4151863-9;sh85042223;close
4218195-1;sh93005203;close
4151892-5;sh85042214;close
4126447-2;sh85145563;close
4047616-9;sh85127311;close
4151903-6;sh85042428;close
4448183-4;sh92003372;close
4146018-2;sh85066403;close
4133384-6;sh93006055;close
4151906-1;sh2002011141;close
4193159-2;sh85145782;close
4311660-7;sh89000646;close
4486686-0;sh85093785;close
4161807-5;sh85086589;close
4140444-0;sh85041641;close
4132734-2;sh85141201;close
4167413-3;sh85075520;close
4162004-5;sh92003373;close
4208883-5;sh85120366;close
4298060-4;sh85113619;close
4048971-1;sh85010089;close
4151975-9;sh85042463;close
4014414-8;sh85093024;close
4181110-0;sh85066655;close
4171039-3;sh85133301;close
4179346-8;sh85134144;close
4152078-6;sh85042218;close
4055759-5;sh85123907;close
4152080-4;sh85042801;close
4256961-8;sh85004571;close
4217870-8;sh85051973;close
4226731-6;sh90000096;close
4166905-8;sh85115858;close
4323386-7;sh85043140;close
4146282-8;sh85003429;close
4623345-3;sh85064712;close
4012469-1;sh85066415;close
4209292-9;sh85112503;close
4486666-5;sh85084086;close
4335201-7;sh85067827;close
4178126-0;sh96004345;close
4171462-3;sh85090815;close
4162322-8;sh85042158;close
4193017-4;sh85114126;close
4452987-9;sh85136407;close
4349771-8;sh00005422;close
4802636-0;sh85009495;close
4312239-5;sh85042801;close
4488740-1;sh85067802;close
4802636-0;sh85040383;close
4162358-7;sh85067823;close
4282651-2;sh2003007024;close
4130443-3;sh85093001;close
4336554-1;sh88004329;close
4162781-7;sh85070735;close
4178355-4;sh85100361;close
4178347-5;sh85020635;close
4146161-7;sh85124348;close
4236800-5;sh92004682;close
4348359-8;sh85081189;close
4015955-3;sh2002010497;close
4488205-1;sh2006007573;close
4178342-6;sh99001121;close
4655170-0;sh92003675;close
4264163-9;sh89003198;close
4016450-0;sh85028695;close
4740992-7;sh2004001083;close
4167012-7;sh85005835;close
4153929-1;sh90005181;close
4277435-4;sh85104519;close
4263441-6;sh85048101;close
4016698-3;sh85048117;close
4252043-5;sh2003004661;close
4350952-6;sh85047828;close
4154017-7;sh85042210;close
4223106-1;sh85047866;close
4346800-7;sh85014124;close
4258922-8;sh94002183;close
4351679-8;sh85033775;close
4304837-7;sh85113235;close
4145633-6;sh85014191;close
4242336-3;sh85034761;close
4173457-9;sh85057499;close
4137269-4;sh88000480;close
4198719-6;sh85037310;close
4248436-4;sh85053742;close
4129367-8;sh85082767;close
4016918-2;sh85124647;close
4154204-6;sh85124647;close
4334485-9;sh85124640;close
4613013-5;sh85072336;close
4230372-2;sh85014890;close
4144391-3;sh85046272;close
4135410-2;sh85001295;close
4050405-0;sh92000593;close
4050406-2;sh85102378;close
4348112-7;nr95016112;close
4050412-8;sh85102329;close
4178378-5;sh92000593;close
4336025-7;sh85077404;close
4121280-0;sh85077364;close
4178477-7;sh2007003915;close
4297495-1;sh85020564;close
4135840-5;sh93005694;close
4048275-3;sh88006897;close
4200188-2;sh88004985;close
4507425-2;sh85080558;close
4258938-1;sh85009318;close
4076855-7;sh85115506;close
4294726-1;sh95009310;close
4152089-0;sh85001493;close
4221003-3;sh85093108;close
4138665-6;sh85093005;close
4274473-8;sh94008704;close
4077761-3;sh85006080;close
4334001-5;sh85034481;close
4332958-5;sh85016700;close
4076117-4;sh85101564;close
4135413-8;sh85051093;close
4327211-3;sh85029343;close
4444528-3;sh85041233;close
4146776-0;sh2007010954;close
4146754-1;sh85041233;close
4157858-2;sh85055695;close
4021908-2;sh85056558;close
4023822-2;sh85062587;close
4186347-1;sh85138859;close
4021991-4;sh94006577;close
4289066-4;sh85058558;close
4159128-8;sh85058946;close
4137025-9;sh85119717;close
4023677-8;sh2003010100;close
4159510-5;sh85060045;close
4127243-2;sh2002010410;close
4161932-8;sh87003611;close
4330178-2;sh85100466;close
4139355-7;sh2005000864;close
4656242-4;sh85066517;close
4162000-8;sh85130645;close
4135838-7;sh2008123911;close
4114393-0;sh87001202;close
4178536-8;sh85127283;close
4165412-2;sh85033108;close
4171063-0;sh85087552;close
4182991-8;sh85145403;close
4190823-5;sh85061775;close
4124503-9;sh87001257;close
4170712-6;sh89003639;close
4242289-9;sh85040964;close
4290812-7;sh2006002949;close
4137935-4;sh95009291;close
4146842-9;sh96002625;close
4154778-0;sh85135421;close
4230129-4;sh85039879;close
4121292-7;sh85110472;close
4189903-9;sh2002001998;close
4114299-8;sh85060351;close
4114299-8;sh85007402;close
4279796-2;sh85075112;close
4123409-1;sh85064151;close
4056571-3;sh85121769;close
4225780-3;sh85133848;close
4181944-5;sh2005001706;close
4120537-6;sh85018546;close
4123428-5;sh2005002646;close
4072860-2;sh2008123911;close
4273032-6;sh85016090;close
4318699-3;sh85051739;close
4120946-1;sh85046674;close
4653424-6;sh94002034;close
4509540-1;sh96008576;close
4182211-0;sh85076528;close
4205605-6;sh99001059;close
4199197-7;sh93002067;close
4112753-5;sh85119359;close
4302848-2;sh92000011;close
4172594-3;sh98007624;close
4115449-6;sh98006428;close
4027869-4;sh85066157;close
4030957-5;sh85026719;close
4502307-4;sh85084837;close
4129544-4;sh96008049;close
4131411-6;sh97003218;close
4135318-3;sh85066163;close
4167303-7;sh88003307;close
4048275-3;sh88006897;close
4293074-1;sh88007602;close
4456229-9;sh2004007501;close
4157223-3;sh85054735;close
4032780-2;sh85083010;close
4356556-6;sh85076873;close
4157310-9;sh85135283;close
4171098-8;sh85102868;close
4131596-0;sh85093463;close
4264106-8;sh89006335;close
4157377-8;sh93005274;close
4296098-8;sh92005188;close
4259765-1;sh85000877;close
4160259-6;sh91000806;close
4191678-5;sh85037053;close
4224810-3;sh85128181;close
4528312-6;sh96003575;close
4158050-3;sh85068654;close
4176159-5;sh85108293;close
4070871-8;sh85076820;close
4226457-1;sh85042210;close
4371905-3;sh85130727;close
4336135-3;sh85019928;close
4358386-6;sh96009246;close
4112625-7;sh85099936;close
4115553-1;sh85099936;close
4125526-4;sh86003890;close
4359400-1;sh85057525;close
4130050-6;sh85067484;close
4130050-6;sh85123911;close
4158439-9;sh85051014;close
4078754-0;sh85101689;close
4287210-8;sh85034503;close
4165761-5;sh85034503;close
4180513-6;sh85102949;close
4140477-4;sh85034144;close
4166902-2;sh85148730;close
4134738-9;sh85082249;close
4123950-7;sh2006003961;close
4176506-0;sh85109341;close
4176507-2;sh85109341;close
4176186-8;sh85037359;close
4161953-5;sh85083666;close
4277654-5;sh2004002978;close
4053566-6;sh85041154;close
4160446-5;sh85021550;close
4025643-1;sh85061533;close
4160650-4;sh85061954;close
4206903-8;sh85059794;close
4333692-9;sh2008105960;close
4189147-8;sh90000108;close
4005257-6;sh85062853;close
4134678-6;sh85046433;close
4134679-8;sh85046433;close
4202409-2;sh85084013;close
4202409-2;sh85014197;close
4385281-6;sh85079629;close
4137211-6;sh85112953;close
4328870-4;sh86007202;close
4188427-9;sh85064451;close
4673320-6;sh89006147;close
4152364-7;sh2004006768;close
4123259-8;sh85083497;close
4231542-6;sh85063276;close
4176192-3;sh85065982;close
4139067-2;sh85102800;close
4139067-2;sh85102847;close
4139067-2;sh85102773;close
4202022-0;sh98002813;close
4152225-4;sh85043142;close
4177656-2;sh85111999;close
4124081-9;sh85049376;close
4183712-5;sh85112259;close
4264333-8;sh85110360;close
4457660-2;sh85012638;close
4075996-9;sh85100113;close
4135716-4;sh85119713;close
4152403-2;sh85051686;close
4233199-7;sh92005395;close
4267244-2;sh85087372;close
4316554-0;sh90005062;close
4316554-0;sh85043044;close
4057825-2;sh85110796;close
4057825-2;sh85124538;close
4057825-2;sh85076873;close
4057825-2;sh2003007711;close
4189175-2;sh85102840;close
4294190-8;sh86000744;close
4180513-6;sh87006242;close
4134338-4;sh87003496;close
4280171-0;sh91002615;close
4179222-1;sh2007000583;close
4198494-8;sh85061666;close
4127503-2;sh85019599;close
4124603-2;sh85011479;close
4199399-8;sh85011479;close
4277210-2;sh85011479;close
4309271-8;sh85103109;close
4309271-8;sh85011479;close
4127503-2;sh85060974;close
4126718-7;sh90002048;close
4020842-4;sh85000867;close
4121265-4;sh94004664;close
4283888-5;sh85015531;close
4247860-1;sh85015525;close
4139949-3;sh85005874;close
4026658-8;sh85064644;close
4161409-4;sh85014239;close
4126183-5;sh85093815;close
4154157-1;sh85066087;close
4053949-0;sh85059621;close
4125460-0;sh85059621;close
4410947-7;sh87004870;close
4419502-3;sh85064553;close
4139674-1;sh85023312;close
4139674-1;sh85048804;close
4200510-3;sh85123179;close
4181110-0;sh85100707;close
4116565-2;sh85149983;close
4131629-0;sh85134823;close
4262645-6;sh91005164;close
4275338-7;sh2005006293;close
4057817-3;sh89003067;close
4141557-7;sh85080541;close
4159693-6;sh85020177;close
4242783-6;sh00001072;close
4346383-6;sh85066157;close
4120487-6;sh85066157;close
4130814-1;sh85076548;close
4130814-1;sh85076605;close
4136260-3;sh85134029;close
4187668-4;sh85060367;close
4144485-1;sh85076718;close
4167239-2;sh85076572;close
4022693-1;sh85058329;close
4032053-4;sh85019581;close
4053017-6;sh85131950;close
4053017-6;sh85039517;close
4037170-0;sh85079432;close
4124126-5;sh85118031;close
4124155-1;sh85121174;close
4129525-0;sh85050320;close
4134333-5;sh2004014504;close
4136285-8;sh85114590;close
4147391-7;sh85020998;close
4148764-3;sh2003012017;close
4151204-2;sh85032004;close
4159290-6;sh85061673;close
4182973-6;sh95004076;close
4189981-7;sh85060601;close
4204183-1;sh85129425;close
4187599-0;sh2006001089;close
4114043-6;sh85067669;close
4184584-5;sh85065904;close
4167854-0;sh85077495;close
4142968-0;sh85006908;close
4336196-1;sh00004038;close
4198610-6;sh2008008742;close
4199742-6;sh89002196;close
4204642-7;sh87007470;close
4205048-0;sh85142518;close
4391043-9;sh85050223;close
4241404-0;sh85020998;close
4198749-4;sh85032152;close
4295723-0;sh85146442;close
4295723-0;sh85032152;close
4299876-1;sh85033139;close
4302761-1;sh85131768;close
4315817-1;sh85129702;close
4315817-1;sh85129703;close
4323015-5;sh89001193;close
4363643-3;sh93005226;close
4366959-1;sh85027160;close
4499835-1;sh91001411;close
4499835-1;sh85033272;close
4553251-5;sh85115345;close
4629586-0;sh85017647;close
4697533-0;sh85101973;close
4024252-3;sh99002619;close
4125474-0;sh85116458;close
4127623-1;sh85104173;close
4140641-2;sh85093905;close
4034343-1;sh85074392;close
4131196-6;sh85032032;close
4163215-1;sh92003253;close
4140584-5;sh85026876;close
4172699-6;sh85095271;close
4179923-9;sh99013409;close
4053168-5;sh85031976;close
4180347-4;sh85132924;close
4059283-2;sh85032133;close
4187933-8;sh85020998;close
4196359-3;sh2007003320;close
4196359-3;sh85055349;close
4196362-3;sh85138941;close
4196365-9;sh85069857;close
4203855-8;sh85032049;close
4235384-1;sh85038426;close
4250469-7;sh85015046;close
4340797-3;sh85106591;close
4331758-3;sh85086322;close
4329595-2;sh85126876;close
4447077-0;sh96010779;close
4453254-4;sh85080544;close
4462499-2;sh2004004971;close
4511732-9;sh87007470;close
4029804-8;sh85032091;close
4222003-8;sh85031958;close
4009236-7;sh89005780;close
4191450-8;sh85031965;close
4125141-6;sh85031968;close
4146058-3;sh85031971;close
4072298-3;sh99002955;close
4531902-9;sh85032034;close
4340333-5;sh95010510;close
4496803-6;sh98005539;close
4196835-9;sh86003865;close
4158727-3;sh88001514;close
4073850-4;sh85032071;close
4202596-5;sh85032073;close
4006940-0;sh85032079;close
4130859-1;sh85032109;close
4181138-0;sh95003039;close
4211511-5;sh96001541;close
4121673-8;sh85032131;close
4565934-5;sh85032135;close
4570684-0;sh98000793;close
4189024-3;sh98000187;close
4661907-0;sh85038028;close
4173576-6;sh85096512;close
4232983-8;sh85129571;close
4013910-4;sh85019620;close
4039532-7;sh85027617;close
4076645-7;sh90003630;close
4004668-0;sh85058715;close
4037213-3;sh85096661;close
4078336-4;sh85105729;close
4180815-0;sh85038682;close
4195170-0;sh85051958;close
4025175-5;sh85061308;close
4031207-0;sh85073803;close
4034196-3;sh2005000892;close
4038867-0;sh85084093;close
4057153-1;sh85128324;close
4058084-2;sh85128546;close
4071252-7;sh2001001358;close
4071252-7;sh85012127;close
4165302-6;sh85012127;close
4078221-9;sh85134309;close
4116459-3;sh85055273;close
4126025-9;sh85002841;close
4126248-7;sh85146534;close
4158670-0;sh85034199;close
4170296-7;sh85060019;close
4194939-0;sh85102748;close
4195243-1;sh85122546;close
4496802-4;sh2008009486;close
4634636-3;sh85105679;close
4021144-7;sh85055133;close
4171558-5;sh85034861;close
4120548-0;sh85105637;close
4129519-5;sh85097637;close
4131415-3;sh86007749;close
4159448-4;sh85038682;close
7684076-1;sh85142765;close
4187493-6;sh85142764;close
4360048-7;n83143837;close
4660390-6;nb2006023811;close
4190329-8;sh2002002631;close
7660069-5;sh85112414;close
4200822-0;sh00000601;close
4208236-5;sh85095457;close
4212510-8;sh85144088;close
4248080-2;sh96009029;close
4665850-6;sh96009029;close
4254506-7;sh96003079;close
4264100-7;sh85097487;close
4282776-0;sh85033472;close
4375589-6;sh85031279;close
4382896-6;sh85022486;close
4141811-6;sh85022485;close
4466524-6;sh95000858;close
4480511-1;sh90005022;close
4480511-1;sh91002067;close
4520408-1;sh2003002211;close
4429653-8;sh2003002211;close
4553958-3;sh93003344;close
4589000-6;sh86001404;close
4126992-5;sh85016677;close
4169436-3;sh85080292;close
4034855-6;sh85028691;close
4130757-4;sh85124785;close
4307278-1;sh94005979;close
4301822-1;sh85057879;close
4048171-2;sh85110375;close
4472347-7;sh2006005376;close
4246313-0;sh2009007103;close
7660487-1;n2009031956;close
4580676-7;sh97000872;close
7615445-2;n2006073001;close
7633002-3;sh85133077;close
4745763-6;sh85133257;close
7529822-3;sh2004003042;close
4219335-7;sh96002721;close
4023979-2;sh2004014028;close
7582797-9;no2005042655;close
4819794-4;sh2010012863;close
4280116-3;sh85136319;close
4301520-7;sh85033864;close
4164083-4;sh85072627;close
4287555-9;sh92000322;close
4570055-2;sh98000483;close
4538419-8;n79006486;close
4503425-4;nr88009961;close
4783188-1;n80107261;close
7642875-8;sh2005006513;close
7631561-7;sh2006004677;close
7676344-4;sh2002009455;close
4017232-6;sh85048333;close
4020301-3;sh2001010761;close
4033096-5;sh85034303;close
4049319-2;sh85062144;close
4056240-2;sh89004756;close
4059137-2;sh85038599;close
4203398-6;sh96009825;close
4073756-1;sh87006261;close
4117600-5;sh85015159;close
4121399-3;sh85057476;close
4121784-6;sh96006755;close
4124050-9;sh85062160;close
4170868-4;sh85088685;close
4182459-3;sh85126887;close
4353178-7;sh91004784;close
4001477-0;sh85126929;close
4008118-7;sh85126887;close
4277135-3;sh85045814;close
7644678-5;sh89005070;close
7613972-4;sh2005008805;close
7618813-9;sh85031614;close
7637883-4;sh2009000484;close
7650312-4;sh85024606;close
4161853-1;sh2005006097;close
4347101-8;sh2006020145;close
4347101-8;sh85097042;close
4347101-8;sh93000323;close
4347101-8;sh2004001333;close
4347101-8;sh89005517;close
4347101-8;sh2006003749;close
4347101-8;sh85097138;close
4011991-9;sh96011003;close
4152488-3;sh98002410;close
4152488-3;sh99011708;close
4347103-1;sh2006020145;close
4347103-1;sh85097042;close
4347103-1;sh93000323;close
4347103-1;sh2004001333;close
4347103-1;sh89005517;close
4347103-1;sh2006003749;close
4347103-1;sh85097138;close
4302514-6;sh85097045;close
4302514-6;sh2002005798;close
4302514-6;sh92005990;close
4302514-6;sh2002005788;close
4302514-6;sh85097141;close
4162930-9;sh94007198;close
4162930-9;sh2003006691;close
4162930-9;sh98002342;close
4163142-0;sh00004840;close
4163713-6;sh85097053;close
4163713-6;sh93000326;close
4163713-6;sh85097149;close
4163713-6;sh98002341;close
4135819-3;sh99002814;close
4135819-3;sh94007349;close
4135819-3;sh97005574;close
4075273-2;sh2006001756;close
4075273-2;sh97008535;close
4075273-2;sh94007357;close
4075273-2;sh97006848;close
4075273-2;sh2005020603;close
4075273-2;sh99000205;close
4075273-2;sh99011712;close
4075273-2;sh97006640;close
4170235-9;sh99002814;close
4170235-9;sh94007349;close
4170235-9;sh97005574;close
4046985-2;sh2006020121;close
4046985-2;sh2002004620;close
4130860-8;sh2006020145;close
4130860-8;sh93000323;close
4130860-8;sh2004001333;close
4130860-8;sh2006003749;close
4140467-1;sh85010282;close
4777087-9;sh85002551;close
4150472-0;sh85134974;close
4653860-4;sh88022605;close
4064204-5;sh85059815;close
4316964-8;sh85008768;close
4185606-5;sh85065821;close
4123318-9;sh85111759;close
4061838-9;sh85145920;close
4272560-4;sh85011639;close
4114297-4;sh94002196;close
4042085-1;sh94002760;close
4049332-5;sh85062144;close
4054217-8;sh85116520;close
4158331-0;sh85085531;close
4126233-5;sh85068190;close
4138515-9;sh85128340;close
4078395-9;sh85120087;close
4063323-8;sh85108620;close
4124936-7;sh85005656;close
4014641-8;sh85110649;close
4152880-3;sh85126307;close
4125147-7;sh85061453;close
4078787-4;sh85029444;close
4021250-6;sh85111007;close
4155495-4;sh85052090;close
4133391-3;sh85065936;close
4225894-7;sh85022006;close
4294876-9;sh88023313;close
4181053-3;sh85120324;close
4147453-3;sh85021704;close
4178048-6;sh85113777;close
4178050-4;sh85113778;close
4590119-3;sh93003441;close
4396918-5;sh85010665;close
4147232-9;sh88023224;close
7688585-9;sh85027676;close
7678811-8;sh85035145;close
4514723-1;sh88023293;close
4176288-5;sh85010836;close
4297167-6;sh88003012;close
4263754-5;sh85006142;close
4297105-6;sh88023338;close
4179109-5;sh88003026;close
4653315-1;sh88021321;close
4313293-5;sh88023343;close
7519610-4;sh89001812;close
4263525-1;sh88021460;close
4700785-0;sh2008007737;close
4055245-7;sh85123208;close
4056331-5;sh85072727;close
4056422-8;sh85126887;close
4059037-9;sh91003540;close
4060594-2;sh85027294;close
4061266-1;sh85058059;close
4065874-0;sh89004756;close
4072951-5;sh85068649;close
