sourcenotation;targetnotation;type
4133287-8;sh85073398;close
4165131-5;sh85031503;close
4146559-3;sh85066102;close
4139217-6;sh85023410;close
4169025-4;sh85081853;close
4130440-8;sh85110568;close
4370423-2;sh2010012751;close
4322508-1;sh85036496;close
4061598-4;sh85148174;close
4140044-6;sh85111156;close
4128220-6;sh85123906;close
4123102-8;sh85042306;close
4027556-5;sh85067715;close
4334225-5;sh85068742;close
4096462-0;sh85069593;close
4019065-1;sh85053087;close
4542903-0;sh85070827;close
4209722-8;sh85038669;close
4205593-3;sh85034340;close
4048739-8;sh85114090;close
4162101-3;sh85067429;close
4113430-8;sh85042720;close
4149729-6;sh85038950;close
4183574-8;sh85114465;close
4167016-4;sh85076821;close
4190900-8;sh85135494;close
4114221-4;sh85047327;close
4142454-2;sh00000074;close
4018698-2;sh85005817;close
4225132-1;sh85120302;close
4197533-9;sh85006124;close
4133428-0;sh94003203;close
4332327-3;sh85018245;close
4682078-4;sh87002579;close
4322324-2;sh85011062;close
4339921-6;sh85076718;close
4041030-4;sh85090666;close
4132654-4;sh85016199;close
4357169-4;sh85017922;close
4332685-7;sh85018837;close
4679328-8;sh99002546;close
4019411-5;sh2003003065;close
4175467-0;sh85105496;close
4212829-8;sh85123279;close
4122184-9;sh85074336;close
4133224-6;sh85110814;close
4050860-2;sh85112467;close
4027027-0;sh85027989;close
4330296-8;sh85113908;close
4153973-4;sh90001413;close
4190292-0;sh85141574;close
4187292-7;sh85141639;close
4078718-7;sh85141754;close
4131924-2;sh85142032;close
4117183-4;sh85133429;close
4072820-1;sh85009482;close
4208856-2;sh85007330;close
4035316-3;sh85142894;close
4209340-5;sh85033658;close
4117613-3;sh85146981;close
4193450-7;sh85051668;close
4133283-0;sh85045159;close
4049149-3;sh85034338;close
4140424-5;sh85145083;close
4233401-9;sh85071449;close
4346753-2;sh85072912;close
4128301-6;sh85139310;close
4030441-3;sh85072215;close
4074852-2;sh85074582;close
4226863-1;sh85130850;close
4137533-6;sh85092416;close
4500752-4;sh85022129;close
4315180-2;sh85106629;close
4249726-7;sh85036044;close
4047046-5;sh85106059;close
4034677-8;sh85074630;close
4078852-0;sh85107415;close
4291123-0;sh85111241;close
4139373-9;sh85026297;close
4177767-0;sh85112845;close
4188603-3;sh85067467;close
7531600-6;sh85005253;close
4172891-9;sh85136092;close
4612305-2;sh85072353;close
4142310-0;sh85004685;close
4178806-0;sh85116183;close
4114340-1;sh85072549;close
4511734-2;sh92005270;close
4511734-2;sh85078377;close
4142726-9;sh85005718;close
4132850-4;sh85011732;close
4146227-0;sh85015294;close
4231098-2;sh85018679;close
4491529-9;sh85121100;close
4129993-0;sh91002601;close
4310280-3;sh85034151;close
4311788-0;sh86002546;close
4491366-7;sh85037700;close
4219322-9;sh85055570;close
4149028-9;sh85042633;close
4285895-1;sh85044763;close
4136071-0;sh85050981;close
4158024-2;sh85104756;close
4250427-2;sh85128725;close
4156451-0;sh85131647;close
4270950-7;sh85123810;close
4197798-1;sh85133425;close
4254623-0;sh85147165;close
4292297-5;sh85133714;close
4148290-6;sh85081274;close
4059521-3;sh85134092;close
4604753-0;sh85134110;close
4128685-6;sh85019905;close
4276377-0;sh85054433;close
4375513-6;sh85134978;close
4031830-8;sh85031519;close
4279306-3;sh85147422;close
4133357-3;sh85093895;close
4067328-5;sh85107621;close
4003583-9;sh85046666;close
4131697-6;sh85014321;close
4043484-9;sh85094604;close
4075669-5;sh85089815;close
4115465-4;sh85095607;close
4125216-0;sh85133778;close
4195707-6;sh85063671;close
4166597-1;sh85033483;close
4142304-5;sh85038556;close
4057476-3;sh85132821;close
4246598-9;sh85129546;close
4117736-8;sh85128028;close
4045283-9;sh85098395;close
4021365-1;sh85107032;close
4139234-6;sh85113422;close
4069335-1;sh85144195;close
4113292-0;sh85054365;close
4140246-7;sh87002064;close
4115334-0;sh85008761;close
4056139-2;sh85126423;close
4129962-0;sh85010130;close
4004687-4;sh85041588;close
4040222-8;sh85045096;close
4032386-9;sh85032203;close
4133806-6;sh2001009085;close
4067574-9;sh85021731;close
4018634-9;sh85011797;close
4510528-5;sh85036421;close
4163050-6;sh85105611;close
4179833-8;sh85123719;close
4021662-7;sh85055517;close
4151283-2;sh85044144;close
4079351-5;sh85040850;close
4131557-1;sh87001967;close
4066647-5;sh85145843;close
4017521-2;sh85066120;close
4130010-5;sh99001537;close
4156169-7;sh85089881;close
4076108-3;sh85064164;close
4040725-1;sh85037527;close
4123547-2;sh99004943;close
4206341-3;sh85105992;close
4022072-2;sh85011787;close
4317914-9;sh2001008769;close
4059501-8;sh85134029;close
4158376-0;sh85074384;close
4041781-5;sh85066048;close
4112560-5;sh85073639;close
4127117-8;sh85101515;close
4322198-1;sh85132846;close
4135024-8;sh85041569;close
4002623-1;sh85080623;close
4185770-7;sh85036024;close
4008807-8;sh85094201;close
4174071-3;sh85108040;close
4183014-3;sh85128287;close
4049600-4;sh85031252;close
4074627-6;sh85112003;close
4015999-1;sh85046449;close
4047347-8;sh85107209;close
4067889-1;sh85110130;close
4171303-5;sh85090269;close
4050536-4;sh85115443;close
4013700-4;sh85041229;close
4249464-3;sh85083022;close
4136931-2;sh85033302;close
4112667-1;sh85011609;close
4059065-3;sh87005259;close
4164958-8;sh85030958;close
4481578-5;sh85075799;close
4138134-8;sh85016099;close
4044561-6;sh85104870;close
4024055-1;sh85116629;close
4013887-2;sh85064759;close
4005966-2;sh85144172;close
4129206-6;sh85037393;close
4201384-7;sh86006864;close
4027036-1;sh85047545;close
4012536-1;sh85038566;close
4025668-6;sh85147783;close
4002820-3;sh85006451;close
4063625-2;sh85143858;close
4171678-4;sh85061236;close
4077490-9;sh85123291;close
4024081-2;sh85085578;close
4157139-3;sh87005579;close
4068092-7;sh85040315;close
4126608-0;sh85051155;close
4126608-0;sh00007669;close
4135658-5;sh85042090;close
4201873-0;sh85051033;close
4399238-9;sh93000849;close
4401947-6;sh85123456;close
4161343-0;sh85067082;close
4226769-9;sh85039816;close
4393841-3;sh85014007;close
4037363-0;sh85083510;close
4121745-7;n92034740;close
4207378-9;sh85042826;close
4152096-8;sh94009021;close
4184573-0;sh85133088;close
4003877-4;sh85107435;close
4132191-1;sh85148099;close
4045324-8;sh85100264;close
4061418-9;sh85136967;close
4187932-6;sh85096514;close
4131826-2;sh85014202;close
4113415-1;sh85042065;close
4113415-1;sh85041875;close
4170221-9;sh85136889;close
4177757-8;sh85112433;close
4135598-2;sh85067154;close
4341369-9;sh85072601;close
4158999-3;sh85022338;close
4146667-6;sh85017093;close
4126152-5;sh85092208;close
4222922-4;sh85081991;close
4069106-8;sh85084451;close
4157654-8;sh85055328;close
4206096-5;sh85112355;close
4065835-1;sh85031543;close
4142083-4;sh85145422;close
4506589-5;sh85112623;close
4073679-9;sh85031062;close
4792502-4;sh85050598;close
4017696-4;sh85049424;close
4079262-6;sh85139586;close
4287865-2;sh85085246;close
4071781-1;sh85120580;close
4208972-4;sh85107222;close
4414848-3;sh85064459;close
4191421-1;sh85143201;close
4014288-7;sh85042152;close
4029748-2;sh85010211;close
4064171-5;sh85059758;close
4184728-3;sh85087193;close
4014920-1;sh85107058;close
4061650-2;sh85044170;close
4124076-5;sh85092863;close
4749753-1;sh85062452;close
4020783-3;sh85013504;close
4066955-5;sh85098406;close
4016674-0;sh85048120;close
4021234-8;sh85097715;close
4014330-2;sh85042239;close
4158830-7;sh85147889;close
4581722-4;sh93000916;close
4017519-4;sh85049095;close
4199397-4;sh94001661;close
4272897-6;sh97001451;close
4179632-9;sh85023971;close
4123000-0;sh87002373;close
4140908-5;sh85122320;close
4121865-6;sh88000865;close
4158251-2;sh85056400;close
4065835-1;sh85029337;close
4144507-7;sh85053418;close
4121251-4;sh85028584;close
4125182-9;sh85094320;close
4141776-8;sh85000579;close
4239869-1;sh85098375;close
4172056-8;sh85036372;close
4128574-8;sh85130665;close
4169343-7;sh85022637;close
4402698-5;sh85053316;close
4027139-0;sh85066719;close
4172698-4;sh85095257;close
4543648-4;sh85003250;close
4072817-1;sh85064726;close
4257314-2;sh85095118;close
4439170-5;sh85068658;close
4128082-9;sh85109458;close
4157702-4;sh85055377;close
4260186-1;sh85109462;close
4176754-8;sh85100628;close
4130413-5;sh85146807;close
4161078-7;sh85063711;close
4190286-5;sh00007663;close
4175516-9;sh85106244;close
4017117-6;sh85088050;close
4311923-2;sh85133404;close
4143510-2;sh85041546;close
4070815-9;sh85028972;close
4126445-9;sh85031237;close
4164988-6;sh99005325;close
4247356-1;sh85097829;close
4116621-8;sh85074540;close
4184252-2;sh99002417;close
4143846-2;sh85010736;close
4019841-8;sh85083667;close
4053999-4;sh85143117;close
4165711-1;sh85145172;close
4144055-9;sh85083822;close
4200275-8;sh85066159;close
4365849-0;sh85115811;close
4170830-1;sh85088968;close
4049722-7;sh2002007652;close
4060594-2;sh85027294;close
4066957-9;sh85148098;close
4132034-7;sh85007309;close
4136197-0;sh85119375;close
4171077-0;sh85093175;close
4033991-9;sh85128377;close
4029560-6;sh85019929;close
4049075-0;sh85014173;close
4190927-6;sh85067247;close
4034974-3;sh85075573;close
4203448-6;sh85042321;close
4043179-4;sh85108637;close
4684051-5;sh85018306;close
4113933-1;sh85101283;close
4267531-5;sh85049261;close
4169591-4;sh85084088;close
4123887-4;sh85095161;close
4176598-9;sh85109464;close
4124295-6;sh85113054;close
4002405-2;sh85006106;close
4187953-3;sh85096514;close
4059185-2;sh85132886;close
4057011-3;sh85040073;close
4026147-5;sh85062915;close
4062386-5;sh85047451;close
4130216-3;sh85076002;close
4173310-1;sh85097884;close
4003397-1;sh85009271;close
4184142-6;sh85130590;close
4306105-9;sh85082802;close
4127873-2;sh85085026;close
4100008-0;sh85063016;close
4152919-4;sh85039668;close
4025306-5;sh85134157;close
4039356-2;sh85085126;close
4116472-6;sh85119788;close
4170223-2;sh85136977;close
4204206-9;sh85070266;close
4229118-5;sh85016632;close
4174534-6;sh85101392;close
4153755-5;sh85060243;close
4208427-1;sh85105882;close
4296604-8;sh87007225;close
4133254-4;sh85100101;close
4136620-7;sh85036926;close
4146246-4;sh85015851;close
4131134-6;sh85033898;close
4125859-9;sh85009444;close
4182346-1;sh85126732;close
4128481-1;sh85082762;close
4192394-7;sh85068663;close
4185994-7;sh85127265;close
4211854-2;sh85144060;close
4189759-6;sh85144524;close
4332442-3;sh85024540;close
4019493-0;sh85141607;close
4139166-4;sh93008755;close
4507427-6;sh85024606;close
4360539-4;sh85028921;close
4123357-8;sh85059914;close
4367942-0;sh85085975;close
4049185-7;sh85145828;close
4187854-1;sh89002410;close
4161274-7;sh85064394;close
4137908-1;sh85113411;close
4140629-1;sh85016888;close
4029016-5;sh85143788;close
4115744-8;sh85032909;close
4002147-6;sh86005967;close
4346697-7;sh00007582;close
4113816-8;sh85058088;close
4390020-3;sh85044143;close
4166499-1;sh85059543;close
4072563-7;sh85141090;close
4117588-8;sh85113304;close
4179005-4;sh85116786;close
4186422-0;sh85138521;close
4124258-0;sh85028444;close
4033994-4;sh85121776;close
4223395-1;sh85013458;close
4127590-1;sh85113074;close
4054633-0;sh85131800;close
4039392-6;n86742975;close
4042288-4;sh85112815;close
4195382-4;sh85099183;close
4375579-3;sh85096191;close
4134156-9;sh85075068;close
4153563-7;sh89002894;close
4179815-6;sh85078716;close
4031641-5;sh85027307;close
4183262-0;sh00006084;close
4131233-8;sh85027504;close
4130816-5;sh85043219;close
4112575-7;sh87002705;close
4275776-9;sh85084214;close
4842097-9;sh85107786;close
4009628-2;sh85026200;close
4132123-6;sh85113157;close
4154672-6;sh85014846;close
4149733-8;sh85120028;close
4017013-5;sh85048470;close
4146142-3;sh85135352;close
4130660-0;sh85118925;close
4182185-3;sh85052363;close
4010173-3;sh85025397;close
4182723-5;sh85127212;close
4039741-5;sh85082849;close
4014211-5;sh85041688;close
4114622-0;sh85086824;close
4220976-6;sh94002462;close
4120207-7;sh85068101;close
4038852-9;sh85083608;close
4699912-7;sh85002723;close
4128636-4;sh85077332;close
4018026-8;sh85020268;close
4729048-1;sh99002112;close
4130569-3;sh00005739;close
4026112-8;sh85062809;close
4191538-0;sh85082846;close
4074523-5;sh85002173;close
4190341-9;sh85115371;close
4010988-4;sh85127698;close
4113983-5;sh85063734;close
4182947-5;sh85062238;close
4185331-3;sh85134957;close
4127304-7;sh85020435;close
4134278-1;sh85082043;close
4002728-4;sh85139639;close
4115753-9;sh85089245;close
4055720-0;sh85046563;close
4121337-3;sh85071077;close
4619699-7;sh85122843;close
4113859-4;sh85017739;close
4819387-2;sh85111733;close
4226696-8;sh85096212;close
4014350-8;sh85042373;close
4268617-9;sh85049423;close
4131535-2;sh85056473;close
4146582-9;sh85052226;close
4151150-5;sh85093593;close
4072130-9;sh85074312;close
4124419-9;sh85007327;close
4320086-2;sh2003000006;close
4146082-0;sh85015001;close
4169455-7;sh85083841;close
4139203-6;sh85107205;close
4211353-2;sh85083884;close
4157700-0;sh85057280;close
4062911-9;sh85020473;close
4179358-4;sh85000248;close
4186624-1;sh85125223;close
4268743-3;sh85002686;close
4002284-5;sh85005683;close
4139435-5;sh85044674;close
4513888-6;sh85005636;close
4142688-5;sh85005613;close
4123342-6;sh85058815;close
4064721-3;sh85145559;close
4003698-4;sh85046538;close
4048597-3;sh85125961;close
4136468-5;sh85109741;close
4196789-6;sh85079740;close
4129569-9;sh85128002;close
4253730-7;sh85073591;close
4676293-0;sh85089183;close
4170928-7;sh85089196;close
4042382-7;sh85092051;close
4006326-4;sh85112460;close
4123816-3;sh85102273;close
4120541-8;sh85019125;close
4135255-5;sh85023014;close
4162708-8;sh85069717;close
4169513-6;sh85136892;close
4062062-1;sh85047450;close
4062062-1;sh99005976;close
4062062-1;sh85122844;close
4157570-2;sh85136455;close
4756620-6;sh85046532;close
4043541-6;sh85018545;close
4222592-9;sh85066771;close
4171628-0;sh85110592;close
4351681-6;sh85065658;close
4174421-4;sh85101116;close
4303104-3;sh85038485;close
4333612-7;sh85046056;close
4333612-7;sh85046071;close
4156466-2;sh85144436;close
4151455-5;sh85094805;close
4030578-8;sh85110435;close
4134657-9;sh85003431;close
4137270-0;sh85107537;close
4390914-0;sh85143090;close
4073418-3;sh85058062;close
4129241-8;sh85148041;close
4735630-3;sh85031755;close
4159122-7;sh85058943;close
4029131-5;sh85128427;close
4158517-3;sh85013077;close
4146703-6;sh85017194;close
4163853-0;sh85093326;close
4141210-2;sh85033453;close
4152635-1;sh85040505;close
4169136-2;sh85144957;close
4730556-3;sh85043154;close
4176905-3;sh85114703;close
4048579-1;sh85125954;close
4041074-2;sh85091910;close
4165911-9;sh85027424;close
4163760-4;sh85056544;close
4179939-2;sh85128290;close
4067560-9;sh85021700;close
4189884-9;sh85032017;close
4132364-6;sh85006255;close
4033760-1;sh85043995;close
4022378-4;sh85123946;close
4159378-9;sh85059508;close
4170280-3;sh85086371;close
4161658-3;sh85054150;close
4180221-4;sh85118299;close
4146599-4;sh85016762;close
4423707-8;sh85110945;close
4139720-4;sh85130720;close
4139720-4;sh85130727;close
4174958-3;sh85116892;close
4127074-5;sh85029395;close
4154137-6;sh85106262;close
4162140-2;sh85067526;close
4175724-5;sh85106725;close
4267829-8;sh85033638;close
4388098-8;sh85020998;close
4147737-6;sh85024494;close
4166263-5;sh85102724;close
4069977-8;sh85024743;close
4017164-4;sh85048252;close
4146486-2;sh85145655;close
4131715-4;sh85095506;close
4030581-8;sh87002645;close
4030581-8;sh85072368;close
4202469-9;sh85001300;close
4191822-8;sh85121188;close
4045883-0;sh85101158;close
4144973-3;sh85013452;close
4162370-8;sh85053401;close
4026770-2;sh85065802;close
4128024-6;sh85079714;close
4136920-8;sh85079720;close
4117406-9;sh85042921;close
4045269-4;sh85100143;close
4380760-4;sh85063423;close
4130670-3;sh85092983;close
4030323-8;sh85092995;close
4029002-5;sh85016211;close
4020579-4;sh85014387;close
4256216-8;sh85018002;close
4122087-0;sh85016366;close
4252788-0;sh85147643;close
4140864-0;sh89001097;close
4213713-5;sh85009050;close
4127842-2;sh85063493;close
4136002-3;sh85010100;close
4023248-7;sh85028953;close
4180735-2;sh85123822;close
4054424-2;sh85119773;close
4054613-5;sh85120300;close
4123590-3;sh85074581;close
4155573-9;sh85046278;close
4049712-4;sh85015692;close
4049338-6;sh85053867;close
4173110-4;sh85097064;close
4202330-0;sh85023016;close
4157897-1;sh85055741;close
4202324-5;sh85057314;close
4132844-9;sh85086809;close
4046418-0;sh85103618;close
4150746-0;sh85029430;close
4206804-6;sh85117898;close
4013632-2;sh85001045;close
4202681-7;sh85043078;close
4158522-7;sh85029258;close
4014162-7;sh85041520;close
4130013-0;sh85057914;close
4175093-7;sh85104705;close
4177845-5;sh85113144;close
4015431-2;sh85001056;close
4144870-4;sh85000344;close
4188169-2;sh85053623;close
4467376-0;sh85145785;close
4173850-0;sh85100035;close
4393693-3;sh85082909;close
4037863-9;sh85144332;close
4190115-0;sh85026813;close
4140453-1;sh85060413;close
4042871-0;sh85093636;close
4157978-1;sh85120126;close
4185765-3;sh85074632;close
4200253-9;sh85110520;close
4175955-2;sh85107556;close
4708465-0;sh85049623;close
4185425-1;sh85036382;close
4054160-5;sh85119246;close
4015381-2;sh85046243;close
4143584-9;sh85050493;close
4050129-2;sh85114195;close
4189110-7;sh85038471;close
4125677-3;sh85040313;close
4162511-0;sh85123967;close
4052583-1;sh85063749;close
4142018-4;sh85091914;close
4123475-3;sh85133495;close
4030323-8;sh85031660;close
4159629-8;sh85060464;close
4034011-9;sh85123643;close
4173945-0;sh85100270;close
4362447-9;sh85143095;close
4130087-7;sh85122494;close
4136216-0;sh85138672;close
4187763-9;sh85012896;close
4059531-6;sh85134108;close
4489460-0;sh85038581;close
4183445-8;sh85121714;close
4072285-5;sh85090601;close
4154475-4;sh85048657;close
4173941-3;sh85099714;close
4514149-6;sh85020389;close
4125828-9;sh85101051;close
4123031-0;sh85035408;close
4139867-1;sh85001251;close
4131134-6;sh85082070;close
4131757-9;sh85103152;close
4164485-2;sh85027766;close
4064751-1;sh85145588;close
4396361-4;sh85097205;close
4187991-0;sh85089846;close
4233548-6;sh85119869;close
4128259-0;sh85119376;close
4471065-3;sh85063334;close
4077570-7;sh85123964;close
4061822-5;sh85062404;close
4222479-2;sh85000740;close
4138803-3;sh85007488;close
4016568-1;sh85046811;close
4193400-3;sh85103915;close
4120555-8;sh85018279;close
4173686-2;sh85099616;close
4128338-7;sh85109042;close
4122137-0;sh85135003;close
4041000-6;sh85089331;close
4141003-8;sh85130682;close
4140542-0;sh85131816;close
4064518-6;sh85144910;close
4409279-9;n98045319;close
4186522-4;sh85112352;close
