sourcenotation;targetnotation;type
4680014-1;2--4947963;broad
4680047-5;701.82;broad
4680049-9;616.39042;broad
4680078-5;2--434715;broad
4680106-6;2--4943553;exact
4680110-8;2--494539;broad
4680114-5;2--4943533;broad
4680115-7;2--494542;broad
4680116-9;2--494558;broad
4680117-0;2--494368;broad
4680121-2;2--494784;broad
4680123-6;006.31;broad
4680127-3;515.253;broad
4680128-5;583.79;broad
4680152-2;2--4947963;broad
4680158-3;414.8;broad
4680165-0;629.13432;broad
4680172-8;321;broad
4680176-5;940.545;broad
4680178-9;387.2450941;broad
4680178-9;623.8245;related
4680180-7;792.0944;broad
4680183-2;615.842;broad
4680185-6;731.2;broad
4680186-8;005.133;broad
4680188-1;940.545941;broad
4680192-3;595.378;broad
4680193-5;623.746;broad
4680196-0;636.73;broad
4680198-4;792.095190904;broad
4680201-0;005.82;broad
4680202-2;371.38;broad
4680202-2;153.1524;related
4680204-6;572.864;broad
4680205-8;623.7463;broad
4680219-8;623.7463;broad
4680256-3;623.4425;broad
4680266-6;796.33;broad
4680282-4;297.092;broad
4680297-6;621.4024;broad
4680298-8;358.175382;broad
4680313-0;415.5;broad
4680355-5;392.14;broad
4680357-9;572.792;broad
4680405-5;671.5;broad
4680408-0;539.72;broad
4680408-0;612.014486;close
10035295-9;2--436637;broad
4680486-9;791.446;broad
4680493-6;621.691;broad
4680497-3;294.5092;broad
4680497-3;294.5082;close
4680497-3;1--0882945;broad
4680522-9;133.3242;broad
4680526-6;632.9517;related
4680526-6;668.651;broad
4680565-5;518;broad
4680574-6;2--494725;broad
4680614-3;597.75;broad
4680619-2;636.72;broad
4680622-2;511.5;broad
4680623-4;583.626;broad
4680661-1;572.6;broad
4680668-4;111.85;broad
4680679-9;579.364;broad
4680712-3;005.133;broad
4680722-6;382.456413;close
4680726-3;666.192;broad
4680729-9;385.32;broad
4680730-5;677.028;broad
4680732-9;621.8675;broad
4680733-0;615.8320284;broad
4680734-2;613.1930284;broad
4680737-8;384.109;broad
4680742-1;621.942;broad
4680745-7;621.4025;broad
4680747-0;615.890284;broad
4680748-2;685.31;broad
4680766-4;150.195;broad
4680766-4;155.2;related
4680766-4;616.8917;broad
4680767-6;302.23;broad
4680802-4;519.22;broad
4680845-0;027.309;broad
4680850-4;615.739;broad
4680850-4;616.3997061;related
4680876-0;615.37;broad
4680876-0;617.4610592;related
4680878-4;359.32209436;broad
4680883-8;573.7915;broad
4680891-7;616.84;broad
4680892-9;297.28;broad
4680899-1;591.566;broad
4680900-4;2--94295;broad
4680901-6;519.22;broad
4680933-8;346.0163;broad
4680935-1;346.018;broad
4680937-5;786.94;broad
4680953-3;2--4543;broad
4680964-8;583.77;broad
4680968-5;595.42;broad
4681021-3;615.5071;close
4681024-9;573.17;broad
4681032-8;663;broad
4681036-5;641.6521;close
4681038-9;306.774;close
4681058-4;786.94146;broad
4681058-4;786.94193;related
4681062-6;596.2147;broad
4681062-6;573.5162;close
4681063-8;596.2;broad
4681082-1;579.321;broad
4681090-0;599.83;broad
4681091-2;516.352;broad
4681202-7;571.9685;broad
4681205-2;628.44566;related
4681210-6;425.54;broad
4681235-0;2--434328;broad
4681247-7;005.74;broad
4681256-8;028.8;broad
4681273-8;391.44;broad
4681273-8;796.8152;related
4681279-9;579.37;broad
4681279-9;616.399;related
4681311-1;701.03;broad
4681327-5;551.6;related
4681327-5;581.722;broad
4681337-8;359.94350952;broad
4681344-5;792.0954;broad
4681371-8;620.11299;broad
4681378-0;305.23082;broad
4681393-7;597.923;close
4681395-0;597.962;broad
4681396-2;597.962;broad
4681399-8;664;broad
4681400-0;535.843;broad
4681414-0;305.48861;related
4681432-2;793.932;broad
4681433-4;793.920285;broad
4681434-6;641.675;broad
4681460-7;523.112;broad
4681462-0;616.99336;broad
4681479-6;613.41;broad
4681483-8;585.3;broad
4681514-4;621.98;broad
4681544-2;720.473;broad
4681546-6;629.22209;broad
4681546-6;629.28722;related
4681547-8;006.686;broad
4681549-1;294.3423;broad
4681553-3;294.35;broad
4681555-7;792.09593;broad
4681560-0;787.94;broad
4681563-6;621.381528;broad
4681567-3;572.696;broad
4681570-3;307.26;close
4681591-0;793.932;broad
4681622-7;002;broad
4681622-7;020;related
4681653-7;3C--351;broad
4681653-7;299.932;close
4681676-8;551.432;broad
4681678-1;551.432;broad
4681679-3;551.432;broad
4681679-3;796.522;related
10036819-0;2--431512;broad
4681715-3;179.76;broad
4681717-7;305.522;broad
4681723-2;2--4947946;broad
4681725-6;781.6309598;broad
4681729-3;781.6309598;broad
4681741-4;006.78;broad
4681756-6;616.042;broad
4681779-7;571.607943;broad
4681782-7;155.283;broad
4681783-9;005.117;broad
4681803-0;340.59;broad
4681823-6;677.02822;broad
4681835-2;943.0824;broad
4681837-6;359.3220944;broad
4681859-5;791.430293;broad
4681879-0;625.7;related
4681879-0;388.1;broad
4681905-8;618.11;broad
4681910-1;636.08969606;broad
4681911-3;615.73;related
4681911-3;615.836;broad
4681911-3;616.200461;related
4681914-9;611.736;broad
4681920-4;2--4943354;broad
4681922-8;617.54;broad
4681924-1;617.473;broad
4681926-5;572.696;broad
4681930-7;620.1123;broad
4681948-4;636.40845092;broad
4681958-7;2--434328;broad
4681988-5;512;broad
4681991-5;2--5512;exact
4681992-7;537.6225;broad
4681996-4;2--5516;exact
4681998-8;2--5552;exact
4682001-2;2--5518;exact
4682017-6;788.92;broad
4682038-3;579.564;broad
4682039-5;583.99;broad
4682040-1;583.95;broad
4682061-9;624.17723;broad
4682064-4;571.67;broad
4682071-1;671.22;broad
4682076-0;584.4;broad
4682078-4;583.74;broad
4682079-6;585.9;broad
4682081-4;709;broad
4682133-8;741.2;broad
4682137-5;001.422;broad
4682140-5;636.5089692706;broad
4682193-4;617.4770592;related
4682195-8;666.93;broad
4682207-0;552.26;broad
4682220-3;005.133;broad
4682221-5;005.13;broad
4682222-7;005.133;broad
4682272-0;2--434322;broad
4682317-7;594.32;broad
4682350-5;305.8958;close
4682360-8;547.01;broad
4682365-7;004.0151;related
4682376-1;160;broad
4682463-7;620.82;related
4682466-2;362.40485;broad
4682497-2;584.4;broad
4682498-4;584.4;broad
4682499-6;584.4;broad
4682500-9;584.4;broad
4682501-0;584.4;broad
4682502-2;584.4;broad
4682512-5;514.224;broad
4682513-7;004.35;broad
4682535-6;2--4343263;broad
4682538-1;2--434147;broad
4682543-5;2--4343292;broad
4682584-8;2--4555;broad
4682644-0;387.2043;broad
4682644-0;623.8203;related
4682694-4;002.083;broad
4682700-6;539.735;broad
4682734-1;579.256;broad
4682735-3;579.87;broad
4682745-6;006.686;broad
4682769-9;299.3137;broad
4682860-6;2--432221;exact
4682864-3;004.56;broad
4682865-5;004.56;broad
4682910-6;671.36;broad
4682921-0;296.461;broad
4682925-8;629.2222;broad
4682927-1;792;broad
4682947-7;2--43329;broad
4682958-1;551.21;broad
4682965-9;621.30284;broad
4682981-7;611.72;broad
4682994-5;748.5;broad
4682995-7;748.5;broad
4682997-0;687.42;broad
4682997-0;745.54;related
4682998-2;391.025;broad
4683035-2;720.794317;broad
4683045-5;491.998592;broad
4683046-7;491.998592;broad
4683047-9;491.99857;broad
4683048-0;263.041;broad
4683059-5;636.508962;close
4683068-6;597.782;broad
4683082-0;005.133;related
4683193-9;006.37;broad
4683195-2;512.42;broad
4683217-8;641.300275;broad
4683217-8;641.300832;related
4683222-1;745.594;broad
4683224-5;745.594;broad
4683225-7;745.594;broad
4683227-0;745.594;broad
4683245-2;177.7;broad
4683258-0;541.39;related
4683258-0;547.2;broad
4683287-7;597.924;broad
4683293-2;597.9246;broad
4683296-8;597.9246;broad
4683317-1;583.23;broad
4683349-3;005.133;broad
4683353-5;006.686;broad
4683389-4;641.815;related
4683389-4;641.5943339;broad
4683390-0;641.815;related
4683390-0;641.5943339;broad
4683398-5;910.014;broad
4683472-2;620.00454;broad
4683474-6;362.73;broad
4683475-8;579.332;broad
4683478-3;327.116094;broad
4683498-9;2--94295;broad
4683511-8;2--4945665;broad
4683544-1;583.685;broad
4683562-3;445.7;broad
4683568-4;445.6;broad
4683570-2;445.54;broad
4683584-2;782.1092;broad
4683584-2;782.14092;related
4683586-6;267.242;broad
4683594-5;551.77;broad
4683595-7;598.156;broad
4683596-9;385.363;related
4683596-9;625.263;broad
4683597-0;385.363;related
4683597-0;625.263;broad
4683602-0;025.06;related
4683605-6;006.686;broad
4683622-6;492.7576;broad
4683648-2;2--9414;exact
4683663-9;294.55;broad
4683670-6;305.906914;broad
4683671-8;381.109593;broad
4683680-9;930.15;broad
4683854-5;2--432221;broad
4683866-1;583.64;broad
4683868-5;2--43515;broad
4683888-0;943.515083;broad
4683905-7;621.38928;broad
4683909-4;306.872308691;related
4683910-0;2--4945221;broad
4683912-4;2--494721;broad
4683917-3;2--4945722;broad
4683920-3;2--4945722;broad
4683922-7;2--4945457;broad
4683923-9;2--494785;broad
4683925-2;2--4945243;broad
4683928-8;2--4945225;broad
4683931-8;2--494388;broad
4683933-1;771.31;broad
4683941-0;2--494331;broad
4683947-1;005.376;broad
4683953-7;005.131;related
4683967-7;2--494339;broad
4683968-9;2--494756;broad
4684012-6;2--4355353;broad
4684051-5;658.7;broad
4684052-7;006.786;broad
4684110-6;943.4735079;broad
4684127-1;374.1;broad
4684136-2;571.845;broad
4684138-6;579.321;broad
4684139-8;359.94350973;broad
4684146-5;794.172;broad
4684150-7;782.4208692;close
4684152-0;359.9330945090;broad
4684155-6;739.27;broad
4684156-8;382.5;broad
4684158-1;646.11;broad
4684158-1;677.02864;related
4684161-1;338.476252;broad
4684164-7;547.038;broad
10037950-3;2--431761;broad
4684184-2;618.1453;broad
4684242-1;005.8;broad
4684242-1;658.478;related
4684244-5;005.432;broad
4684308-5;2--4945622;broad
4684374-7;2--4355128;broad
4684375-9;583.96;broad
4684376-0;583.99;broad
4684377-2;583.849;broad
4684378-4;583.849;broad
4684423-5;2--43515;broad
4684474-0;943.086;broad
4684475-2;788.95;broad
4684489-2;2--432246;broad
4684635-9;345.02;broad
4684646-3;394.262;related
4684663-3;573.84;broad
4684665-7;572.6157;broad
4684696-7;005.5;broad
4684702-9;780.711;broad
4684771-6;686.2247;broad
4684891-5;514.23;broad
4684930-0;338.27421;broad
4684930-0;338.4766923;related
4684940-3;748.8;broad
4684941-5;745.593;broad
4684942-7;641.675;related
4684942-7;642.7;broad
4684943-9;738.28;broad
4684944-0;666.192;broad
4684946-4;738.28;broad
4684947-6;748.82;broad
4684948-8;748.83;broad
4684951-8;748.83;broad
4684954-3;391.43;broad
4684955-5;643.3;broad
4684956-7;738.38;broad
4684956-7;748.8;related
4684958-0;738.38;broad
4684958-0;748.8;related
4684959-2;738.38;broad
4684959-2;748.8;related
4685009-0;006.686;broad
4685015-6;338.4791;broad
4685016-8;579.7;broad
4685018-1;599.35;broad
4685019-3;625.266;broad
4685019-3;385.366;related
4685023-5;305.8687284;close
4685024-7;900;related
4685123-9;616.145;broad
4685178-1;620.0042028553;broad
4685218-9;583.849;broad
4685237-2;583.849;broad
4685239-6;583.849;broad
4685241-4;709.0403;broad
4685253-0;584.38;broad
4685276-1;650.11;broad
4685306-6;345.07;broad
4685323-6;362.11;related
4685323-6;362.19681;broad
4685426-5;2--5523;exact
4685456-3;307.336;related
4685463-0;2--4947945;broad
4685470-8;583.77;broad
4685473-3;583.77;broad
4685477-0;641.664;broad
4685477-0;641.82;related
4685477-0;641.5943;broad
4685483-6;647.95;broad
4685503-8;571.999;broad
4685508-7;727.3;broad
4685515-4;583.95;broad
4685516-6;583.92;broad
4685517-8;584.4;broad
4685527-0;2--494553;broad
4685529-4;2--494383;broad
4685534-8;2--4945647;broad
4685538-5;2--4945647;broad
4685544-0;2--4945457;broad
4685546-4;2--4945418;close
4685561-0;2--494555;broad
4685562-2;2--4947966;broad
4685563-4;2--4947523;broad
4685591-9;660.284292;broad
4685603-1;616.99481;related
4685607-9;615.5;related
4685614-6;547.84;broad
4685637-7;781.523;related
4685637-7;782.48;broad
4685637-7;782.1;related
4685645-6;611.72;broad
4685698-5;449.9092;close
4685698-5;849.909;broad
4685834-9;005.7136;broad
4685840-4;738.38;broad
4685916-0;929.6;broad
4685918-4;739;related
4685920-2;641.82;broad
4685921-4;2--431512;broad
4685925-1;704.9434;broad
4685927-5;748.8;broad
4685928-7;738.37;broad
4685931-7;929.6;broad
4685933-0;745.66;related
4685940-8;787.83092;close
4685945-7;729;broad
4685946-9;749.3;broad
4685947-0;641.813;related
4685947-0;642.7;broad
4685954-8;2--432125;broad
4685989-5;616.890092;broad
4685994-9;2--431547;broad
4686029-0;333.72;broad
4686034-4;617.4770592;broad
4686091-5;940.4272;broad
4686123-3;547.5;broad
4686133-6;2--431547;broad
4686134-8;2--431547;broad
4686206-7;2--431822;broad
4686271-7;551.482;broad
4686277-8;332.6322;broad
4686373-4;547.1372;broad
4686384-9;573.929;broad
4686387-4;685.40284;broad
4686440-4;623.441;broad
4686447-7;620.0042028553;broad
4686448-9;620.0042028553;broad
4686487-8;613.71;broad
4686523-8;414.8;broad
4686643-7;616.91061;related
4686644-9;615.73;broad
10038913-2;2--432161;broad
4686716-8;791.433;broad
4686716-8;621.388;related
4686719-3;153.13;broad
4686721-1;636.01092;close
4686773-9;547.7;broad
4686799-5;671.2;broad
4686813-6;725.4;broad
4686813-6;690.54;related
4686822-7;665.3520284;broad
4686842-2;2--4347197;broad
4686845-8;359.32640943;broad
4686845-8;359.8364;related
4686845-8;387.243;broad
4686845-8;959.704345;related
4686856-2;2--431827;broad
4686859-8;594.4;broad
4686860-4;594.38;broad
4686861-6;615.71;broad
4686862-8;595.726;broad
4686864-1;583.73;broad
4686865-3;585.6;broad
4686866-5;595.763;broad
4686871-9;584.4;broad
4686872-0;599.5273;exact
4686873-2;579.85;broad
4686874-4;599.369;broad
4686883-5;616.3998;broad
4686884-7;595.733;broad
4686886-0;599.794;broad
4686912-8;594.32;broad
4686915-3;597.68;broad
4686916-5;597.77;broad
4686921-9;551.303;broad
4686973-6;025.1714;broad
4686983-9;584.92;broad
4686997-9;2--431547;broad
4686998-0;2--431547;broad
4686999-2;621.3916;broad
4687025-8;263.915;broad
4687044-1;338.3727;broad
4687044-1;343.07692;related
4687044-1;639.2;broad
4687059-3;005.84;close
4687082-9;739;related
4687090-8;781.3079433352;related
4687090-8;782.513079;broad
4687092-1;781.3079433352;related
4687092-1;782.513079;broad
4687146-9;628.53;broad
4687158-5;725.35;broad
4687160-3;943.3310849;broad
4687168-8;388.4042;broad
4687174-3;907.2;related
4687176-7;355.1349;close
4687178-0;363.69079;broad
4687200-0;547.84;broad
4687245-0;537.6223;broad
4687248-6;720.943;broad
4687290-5;787.619;broad
4687316-8;795.41;related
4687316-8;133.32424;broad
4687329-6;616.65061;broad
4687331-4;615.71;broad
4687336-3;616.995061;broad
4687337-5;623.88071;broad
4687339-9;616.994347061;broad
4687371-5;549.782;broad
4687440-9;530.414;broad
4687502-5;2--4343267;broad
4687510-4;573.159;broad
4687510-4;616.157;related
4687532-3;425.6;broad
4687533-5;338.71;broad
4687534-7;425.5;broad
4687537-2;414.8;broad
4687540-2;4--014;broad
4687545-1;2--146;broad
4687622-4;2--494784;broad
4687626-1;2--494727;broad
4687627-3;415;broad
4687628-5;2--494558;broad
4687689-3;005.5;broad
4687712-5;174.991;related
4687715-0;303.62092;broad
4687720-4;621.3893;related
4687722-8;384.109;broad
4687726-5;294.5211;broad
4687756-3;2--434125;broad
4687773-3;305;related
4687774-5;641.853;broad
4687789-7;700.95;close
4687789-7;895;broad
4687792-7;700.95;close
4687814-2;006.7876;broad
4687815-4;595.7154;broad
4687834-8;616.8581;broad
4687838-5;579.256;broad
4687843-9;2--4945724;broad
4687846-4;572.792;broad
4687847-6;2--4947358;broad
4687850-6;614.59832;broad
4687870-1;595.729;broad
4687871-3;541.34513;broad
4687871-3;660.294513;close
4687888-9;572.696;broad
4687889-0;726.1208;broad
4687890-7;616.9792061;broad
4687896-8;2--4945453;broad
4687905-5;2--4945745;broad
4687931-6;2--4945245;broad
4687948-1;572.76;broad
4687951-1;616.37;related
4687951-1;572.756;broad
4688006-9;633.537;close
4688073-2;005.2762;broad
4688122-0;006.686;broad
4688145-1;2--4945225;broad
4688163-3;2--4945249;broad
4688165-7;788.7165092;broad
4688165-7;788.7092;close
4688168-2;571.936;related
4688168-2;572.793;broad
4688168-2;616.0473;related
4688169-4;610.285;broad
4688171-2;671.253;broad
4688173-6;338.47628925;close
4688190-6;305.48868;close
4688217-0;621.865;broad
4688230-3;111.85;close
4688372-1;006.332;broad
4688372-1;025.0427;exact
4688372-1;004.678;broad
4688439-7;387.243209;broad
4688440-3;387.243209;broad
4688448-8;739.27;broad
4688462-2;598.72;broad
4688465-8;361.7634;broad
4688494-4;793.932;broad
4688496-8;515.7;related
4688498-1;333.76;broad
4688498-1;338.16;related
4688499-3;666.2092;related
4688500-6;385.36;broad
4688506-7;512.66;broad
4688508-0;394.262;broad
4688510-9;331.12791;close
4688513-4;530.417;related
4688519-5;336.363;related
4688527-4;944.07;broad
4688561-4;2--431547;broad
4688571-7;005.133;broad
4688597-3;394.14;broad
4688597-3;615.3245;related
4688601-1;526;broad
4688622-9;2--494542;broad
4688685-0;541.39;related
4688685-0;547.2;broad
4688686-2;629.435;broad
4688687-4;572.51;broad
4688690-4;631.584021843;broad
4688691-6;631.584021843;broad
4688695-3;512.5;broad
4688697-7;2--4945221;broad
4688731-3;381.45615109;broad
4688735-0;539.7232;broad
4688738-6;333.953079;related
4688740-4;572;broad
4688742-8;378.1985;close
4688745-3;004.682;broad
4688748-9;599.85;broad
4688749-0;006.686;broad
4688750-7;681.113;broad
4688754-4;623.746;broad
4688755-6;2--4945424;broad
4688759-3;2--4945227;broad
4688761-1;2--494386;broad
4688762-3;2--4945245;broad
4688764-7;2--4945241;broad
4688766-0;2--494386;broad
4688782-9;583.73;broad
4688798-2;583.849;broad
4688813-5;2--4945574;broad
4688817-2;636.20840285;broad
4688819-6;579.57;broad
4688820-2;613.794;broad
4688823-8;519.52;broad
4688825-1;519.52;broad
4688829-9;516.36;broad
4688835-4;150.19508664;broad
4688848-2;708.0092;broad
4688883-4;579.5654;broad
4688924-3;2--431767;broad
4688939-5;006.696;broad
4688991-7;495.6;related
4689019-1;741.674;related
4689100-6;579.6;broad
4689101-8;339.49;broad
4689124-9;299.6709729;broad
4689125-0;492.455;broad
4689126-2;281.5;broad
4689127-4;786.319;broad
4689128-6;475.54;broad
4689130-4;294.3422;broad
4689131-6;363.75;broad
4689132-8;274.1;broad
4689134-1;492.455;broad
4689137-7;779.07943;close
4689145-6;779.079434165;close
4689237-0;003.54;related
4689239-4;355.8241;broad
4689274-6;512.74;broad
4689275-8;512;broad
4689292-8;2--432245;broad
4689295-3;2--432245;broad
4689311-8;362.7;broad
4689316-7;623.1;broad
4689317-9;726.59;broad
4689320-9;595.799;broad
4689331-3;372.218;close
4689339-8;358.183;broad
4689368-4;959.70414;broad
4689370-2;787.7519;broad
4689378-7;623.821;related
4689378-7;910.916385;broad
4689379-9;959.70414;broad
4689381-7;387.243209;broad
4689394-5;2--432244;broad
4689414-7;359.3264;broad
4689414-7;359.8364;related
4689414-7;359.98583;broad
4689416-0;621.3893;broad
4689419-6;387.2450952;broad
4689428-7;133.333;related
4689432-9;2--432262;broad
4689435-4;583.849;broad
4689442-1;584.33;broad
4689448-2;491.257;broad
4689452-4;475.6;broad
4689453-6;475.5;broad
4689456-1;671.3;broad
4689458-5;465.92;broad
4689459-7;465.92;broad
4689460-3;465.92;broad
4689461-5;445.55;broad
4689462-7;455.55;broad
4689464-0;475.54;broad
4689466-4;485.54;broad
4689467-6;425.54;broad
4689470-6;491.757;broad
4689471-8;491.757;broad
4689473-1;491.757;broad
4689474-3;485.54;broad
4689475-5;485.6;broad
4689476-7;492.457;broad
4689477-9;445.5;broad
4689481-0;782.107943;broad
4689484-6;445.6;broad
4689485-8;475.6;broad
4689487-1;475.7;broad
4689489-5;414.8;broad
4689490-1;492.4158;broad
4689491-3;492.4554;broad
4689492-5;459.576;broad
4689493-7;445.76;broad
4689501-2;595.78;broad
4689534-6;387.2450973;broad
4689534-6;623.8245;related
4689534-6;940.545973;broad
4689535-8;615.366;broad
4689537-1;615.366;broad
4689537-1;616.716061;related
4689538-3;359.32520973;broad
4689539-5;005.446;broad
4689540-1;595.79;broad
4689541-3;599.4;broad
4689544-9;782.4216291791;broad
4689548-6;1--09014;broad
4689552-8;595.7649;broad
4689556-5;616.994061;broad
4689558-9;594.32;broad
4689641-7;796.80952;broad
4689652-1;793.31993;broad
4689721-5;631.58;broad
4689722-7;3C--351;broad
4689768-9;342.0269;broad
4689797-5;005.13;related
4689799-9;670.285;broad
4689829-3;583.73;broad
4689876-1;799.234;broad
4689877-3;621.932;broad
4689877-3;799.20282;related
4689879-7;305.896348;close
4689880-3;572.792;broad
4689895-5;358.12;broad
4689900-5;572.786;broad
4689927-3;599.37;broad
4689940-6;306.8508936;close
4689953-4;514;broad
4689966-2;572.793;broad
4689999-6;613.7176;broad
4690004-4;006.693;broad
4690043-3;342.085;broad
4690044-5;636.70855;close
4690074-3;583.69;broad
4690078-0;583.624;broad
4690080-9;620.1064015186;broad
4690095-0;671.36;broad
4690183-8;512.2;broad
4690185-1;512.2;broad
4690187-5;598.854;broad
4690195-4;2--432229;broad
4690246-6;2--432229;broad
4690312-4;005.133;broad
4690317-3;006.696;broad
4690328-8;005.52;broad
4690330-6;686.2315;broad
4690362-8;2--494559;broad
4690382-3;2--432229;broad
4690426-8;519.23;broad
4690428-1;721.84;related
4690428-1;721.2;broad
4690443-8;2--5218;exact
4690455-4;005.7565;broad
4690466-9;541.3724;broad
4690490-6;006.33;related
4690491-8;006.33;related
4690501-7;2--4945497;broad
4690504-2;2--4945663;broad
4690505-4;2--4945743;broad
4690510-8;2--4943517;broad
4690513-3;2--4945622;broad
4690515-7;2--4945724;broad
4690518-2;2--494547;broad
4690519-4;725.23;broad
4690532-7;2--4943553;broad
4690536-4;551.41;broad
4690580-7;516.154;broad
4690581-9;516.152;broad
4690618-6;579.7;broad
4690620-4;579.6;broad
4690635-6;595.733;broad
4690696-4;181.4;broad
4690740-3;333.7316;broad
4690751-8;006.686;broad
4690810-9;553.61;broad
4690829-8;645.4;broad
4690837-7;620.0042028553;broad
4690840-7;006.696;broad
4690875-4;003.3;broad
4690886-9;070.44994796;related
4690926-6;519.24;broad
4690948-5;511.5;broad
4690950-3;700.455;related
4690988-6;629.271;broad
4691000-1;338.47004;broad
4691004-9;417.7;broad
4691039-6;006.74;related
4691042-6;2--43422;broad
4691053-0;519.24;broad
4691054-2;392.54;broad
4691055-4;572.76;broad
4691097-9;595.42;broad
4691128-5;005.13;broad
4691195-9;2--75499;exact
4691204-6;2--4947961;broad
4691214-9;2--4947961;broad
4691220-4;006.31;broad
4691221-6;2--4945663;broad
4691234-4;006.78;broad
4691238-1;616.75061;broad
4691239-3;004.678;broad
4691244-7;617.057;broad
4691244-7;617.90285;close
4691263-0;797.210284;broad
4691269-1;780.9032;broad
4691278-2;930.15;broad
4691294-0;612.492;broad
4691297-6;621.8;related
4691320-8;572.65;broad
4691320-8;616.994061;related
4691327-0;572.792;broad
4691354-3;686.22544536;broad
4691382-8;519.22;broad
4691413-4;006.5;broad
4691454-7;2--44735;broad
4691455-9;617.4770592;broad
4691504-7;910.014;broad
4691511-4;025;broad
4691524-2;666;related
4691530-8;671.373;broad
4691557-6;621.9;broad
4691597-7;621.3743;broad
4691631-3;647.94;close
4691631-3;728.5;broad
4691635-0;381.15065;broad
4691636-2;435.5;broad
4691637-4;435.5;broad
4691640-4;435.5;broad
4691664-7;583.74;broad
4691680-5;616.856;broad
4691682-9;567.93;broad
4691683-0;595.733;broad
4691684-2;595.78;broad
4691685-4;567.96;broad
4691686-6;567.93;broad
4691761-5;005.5;broad
4691765-2;940.545941;broad
4691802-4;4--59;broad
4691810-3;338.476218;related
4691810-3;381.4568176;broad
4691813-9;005.55;broad
4691814-0;623.746;broad
4691815-2;940.431;broad
4691865-6;005.1;broad
4691886-3;579.55;broad
4691962-4;2--432243;broad
4691990-9;2--77113;exact
4691998-3;2--74799;exact
4692130-8;371.89;broad
4692133-3;929.81433;broad
4692140-0;739.512;broad
4692151-5;583.57;broad
4692152-7;005.5;broad
4692206-4;943.0824;broad
4692262-3;2--4945416;broad
4692287-8;579.362;broad
4692294-5;621.38418;broad
4692306-8;005.432;broad
4692309-3;547.12;broad
4692332-9;2--4971;close
4692339-1;579.564;broad
4692359-7;2--432166;broad
4692364-0;381.45676;broad
4692380-9;387.20430943;broad
4692380-9;623.8203;related
4692380-9;623.88071;broad
4692385-8;2--432166;broad
4692440-1;2--494542;broad
4692448-6;615.329;broad
4692527-2;305.488927624;close
4692542-9;2--4945721;broad
4692552-1;632.95;related
4692552-1;668.65;broad
4692603-3;362.1783;broad
4692639-2;658.4038;broad
4692657-4;621.3821;broad
4692668-9;621.3821;related
4692685-9;615.32399;broad
4692719-0;697;broad
4692722-0;338.2724;broad
4692722-0;381.4224;related
4692726-8;535.6;broad
4692732-3;2--4945424;broad
4692736-0;547.2;broad
4692746-3;771.32;broad
4692782-7;2--4947966;broad
4692790-6;583.624;broad
4692800-5;543.65;broad
4692813-3;781.22;broad
4692815-7;725.97;broad
4692851-0;025.3132;broad
4692880-7;327.101;broad
4692880-7;363.325;related
4692902-2;748.5;broad
4692910-1;391.42;broad
4693014-0;292.38;broad
4693016-4;306.736;broad
4693023-1;796.34;broad
4693025-5;583.624;broad
4693041-3;2--433698;broad
4693051-6;271.79;broad
4693063-2;121;related
4693063-2;153;broad
4693066-8;2--433355;broad
4693087-5;741.26;close
4693091-7;583.72;broad
4693093-0;635.933734;related
4693094-2;943.032;broad
4693095-4;664.72;related
4693095-4;725.4;broad
4693097-8;595.789;broad
4693099-1;583.849;broad
4693100-4;583.849;broad
4693101-6;584.9;broad
4693102-8;584.9;broad
4693104-1;583.849;broad
4693107-7;2--431823;broad
4693109-0;511.326;broad
4693110-7;515.98;broad
4693111-9;514.23;broad
4693238-0;595.768;broad
4693242-2;579.5677;broad
4693247-1;070.5;broad
4693248-3;579.5677;broad
4693250-1;623.7465;broad
4693252-5;728.372;broad
4693259-8;381.4579;broad
4693259-8;796.023;close
4693262-8;930.10283;related
4693268-9;203.8;related
4693281-1;576.58;related
4693281-1;577.88;broad
4693282-3;531.14;broad
4693286-0;614;broad
4693298-7;620.11233;broad
4693370-0;530.12;broad
4693388-8;388.3142;broad
4693390-6;005.5;broad
4693394-3;636.082;broad
4693397-9;623.746;broad
4693401-7;636.386;broad
4693451-0;391;broad
4693491-1;362.18;broad
4693491-1;616.8521025;related
4693551-4;573.1;related
4693566-6;2--75497;exact
4693591-5;005.432;broad
4693597-6;006.686;broad
4693611-7;2--4947327;broad
4693617-8;571.8761246;broad
4693619-1;571.8761246;broad
4693623-3;2--494721;broad
4693624-5;2--49452414;exact
4693627-0;005.7565;broad
4693634-8;005.7565;broad
4693662-2;549.67;broad
4693663-4;549.67;broad
4693676-2;579.59;broad
4693755-9;2--4945741;broad
4693768-7;2--494728;broad
4693788-2;005.75;broad
4693792-4;384.54;broad
4693850-3;2--432247;broad
4693875-8;2--4945453;broad
4693877-1;2--4945453;broad
4693906-4;686.22544536;broad
4693911-8;2--4359368;broad
4693915-5;621.381533;broad
4693924-6;621.3815322;broad
4693933-7;006.686;broad
4693937-4;005.133;broad
4693970-2;2--494384;broad
4693973-8;2--494785;broad
4693976-3;2--494788;broad
4693999-4;664.752;broad
4694009-1;515.724;broad
4694019-4;2--4947844;exact
4694026-1;2--4947966;broad
4694076-5;305.2352086912;close
4694076-5;362.77910082;broad
4694079-0;362.5;broad
4694081-9;2--4945418;broad
4694095-9;281.947;broad
