fromNotation;x;y;z;toNotation
WL 7880;50;3;100;585.7
WL 7882;100;1;100;585.7
WL 7885;100;2;50;585.7
WL 7890;100;2;50;585
WL 7890;50;3;100;585.2-585.6
WL 7895;100;2;50;585
WL 7895;50;4;50;561.59
WL 7900 - WL 7915;50;4;50;561.59
WL 7920;100;2;50;585
WL 7920;50;3;100;585.2-585.6
WL 7925;100;2;50;585
WL 7925;100;1;100;585.2-585.5
WL 7930;100;2;25;585
WL 7935;100;2;25;585
WL 7940;100;2;25;585
WL 7945;100;2;25;585
WL 7950;100;1;100;585.2
WL 7955;100;1;100;585.5
WL 7960;100;1;100;585.4
WL 7965;100;2;50;585.3
WL 7970;100;2;50;585.3
WL 7975;100;2;50;585.3
WL 7980;100;1;100;585.6
WL 7985;100;2;50;585.6
WL 7990;100;1;100;585.7
WL 7995;100;2;50;585.7
WL 8000;100;2;50;585.7
WL 8005;100;2;50;585.7
WL 8015;100;2;50;580
WL 8015;50;3;100;583
WL 8015;50;3;100;584
WL 8020;100;1;100;583
WL 8025;50;4;50;583.2
WL 8025;50;3;100;583.34
WL 8030;100;2;50;583.22
WL 8035;100;2;50;583.23
WL 8040;100;2;50;583.22
WL 8045;100;2;50;583.22
WL 8050;100;2;50;583.34
WL 8055;100;2;50;583.34
WL 8060;100;2;50;583.34
WL 8065;100;2;50;583.29
WL 8070;100;2;50;583.29
WL 8075;100;1;100;583.26
WL 8080;100;2;25;583.2
WL 8085;100;2;50;583.75
WL 8090;100;2;25;583.72
WL 8095;100;1;100;583.36
WL 8100;100;2;25;583.23
WL 8105;100;2;50;583.23
WL 8110;100;2;25;583.2
WL 8115;100;2;25;583.43
WL 8120;100;2;25;583.34
WL 8125;100;2;25;583.43
WL 8130;100;2;50;583.22
WL 8135;100;2;25;583.23
WL 8140;100;2;25;583.23
WL 8145;100;2;25;583.23
WL 8150;100;2;25;583.43
WL 8155;100;1;100;583.7
WL 8160;100;2;25;583.72
WL 8165;100;2;25;583.72
WL 8170;100;2;50;583.73
WL 8175;100;2;25;583.82
WL 8180;100;2;50;583.44
WL 8185;100;2;50;583.44
WL 8190;100;2;25;583.72
WL 8195;100;2;25;583.72
WL 8200;100;2;25;583.72
WL 8205;100;2;25;583.72
WL 8210;100;2;25;583.72
WL 8220;100;1;100;583.74
WL 8225;100;1;100;583.748
WL 8230;100;1;100;583.749
WL 8235;100;2;50;583.74
WL 8240;100;2;50;583.74
WL 8250;100;1;100;583.76
WL 8255;100;2;25;583.76
WL 8260;100;2;50;583.763
WL 8265;100;2;50;583.763
WL 8270;100;1;100;583.765
WL 8275;100;2;25;583.76
WL 8280;100;2;25;583.76
WL 8285;100;2;25;583.76
WL 8290;100;2;25;583.82
WL 8295;100;2;25;583.82
WL 8300;100;2;25;583.67
WL 8305;100;2;25;583.82
WL 8310;100;2;25;583.76
WL 8315;100;2;25;583.84
WL 8320;100;2;25;583.76
WL 8325;100;2;25;583.76
WL 8335;100;1;100;583.35
WL 8340;100;2;50;583.35
WL 8345;100;2;50;583.64
WL 8350;100;2;50;583.64
WL 8360;100;2;50;583.64
WL 8370;50;4;50;583.62
WL 8375;100;2;50;583.625
WL 8380;100;2;50;583.628
WL 8385;100;2;50;583.75
WL 8390;100;2;50;583.625
WL 8395;100;2;50;583.626
WL 8400;100;2;50;583.627
WL 8405;100;2;50;583.626
WL 8410;100;2;25;583.62
WL 8415;100;2;25;583.624
WL 8420;100;2;25;583.94
WL 8425;100;2;50;583.626
WL 8430;100;2;50;583.626
WL 8435;100;2;25;583.624
WL 8440;100;2;50;583.625
WL 8445;100;2;50;583.627
WL 8450;100;2;50;583.625
WL 8455;100;2;50;583.628
WL 8460;100;2;50;583.625
WL 8470;100;1;100;583.624
WL 8475;100;2;25;583.624
WL 8480;100;2;25;583.624
WL 8485;100;2;25;583.624
WL 8490;100;2;25;583.624
WL 8495;100;2;25;583.624
WL 8500;100;2;25;583.66
WL 8505;100;2;25;583.62
WL 8515;100;1;100;583.68
WL 8520;100;1;100;583.685
WL 8525;100;2;25;583.68
WL 8530;100;2;25;583.68
WL 8535;100;2;25;583.68
WL 8540;100;2;25;583.68
WL 8545;100;2;25;583.68
WL 8555;100;1;100;583.79
WL 8560 - WL 8595;100;2;25;583.79
WL 8595;100;2;25;583.77
WL 8600;100;2;25;583.82
WL 8605;100;2;50;583.69
WL 8615;50;4;50;583.77
WL 8615;50;3;100;583.78
WL 8620;100;2;25;583.77
WL 8625;100;2;25;583.78
WL 8630;100;2;25;583.78
WL 8635;100;2;25;583.78
WL 8640;100;2;25;583.82
WL 8645;100;2;25;583.77
WL 8650;100;2;25;583.77
WL 8655;100;2;25;583.77
WL 8660;100;2;25;583.77
WL 8665;100;2;25;583.79
WL 8670;100;2;25;583.78
WL 8675;100;2;25;583.78
WL 8685;100;1;100;583.85
WL 8690;100;2;50;583.85
WL 8695;100;2;50;583.85
WL 8700;100;2;25;583.85
WL 8705;100;2;25;583.78
WL 8715;100;1;100;583.86
WL 8720;100;2;50;583.86
WL 8725;100;2;50;583.86
WL 8735;100;1;100;583.84
WL 8740;100;2;50;583.84
WL 8745;100;2;50;583.84
WL 8750;100;1;100;583.849
WL 8755;100;2;25;583.84
WL 8760;100;2;25;583.84
WL 8765;100;2;25;583.84
WL 8775;100;2;25;583.67
WL 8780;100;2;25;583.67
WL 8790;;;;
WL 8800;100;1;100;583.4
WL 8805;50;3;100;583.46
WL 8805;50;3;100;583.48
WL 8810;100;1;100;583.48
WL 8815;100;1;100;583.46
WL 8818;100;2;50;583.46
WL 8825;100;2;25;583.43
WL 8830;100;2;25;583.43
WL 8840;100;1;100;583.49
WL 8845;100;2;50;583.49
WL 8850;100;2;25;583.49
WL 8860;100;1;100;583.65
WL 8865;100;2;50;583.65
WL 8875;100;2;25;583.43
WL 8880;100;2;25;583.43
WL 8890;100;1;100;583.25
WL 8895;100;2;50;583.25
WL 8900;100;2;50;583.25
WL 8910;100;1;100;583.45
WL 8915;100;2;25;583.45
WL 8920;100;2;25;583.45
WL 8925;100;2;25;583.45
WL 8930;100;2;25;583.45
WL 8935;100;2;25;583.43
WL 8940;100;2;25;583.49
WL 8950;100;1;100;583.69
WL 8955;100;2;50;583.69
WL 8960;100;2;50;583.69
WL 8965;100;2;25;583.96
WL 8975;100;1;100;583.89
WL 8980;100;2;50;583.89
WL 8990;100;1;100;583.88
WL 8995;100;2;25;583.88
WL 9000;100;2;25;583.88
WL 9005;100;2;25;583.88
WL 9010;100;2;25;583.88
WL 9015;100;2;25;583.88
WL 9020;100;2;25;583.85
WL 9025;100;2;25;583.88
WL 9035;100;1;100;583.57
WL 9040;100;2;50;583.57
WL 9050;100;1;100;583.53
WL 9055;100;2;25;583.53
WL 9060;100;2;25;583.53
WL 9065;100;1;100;583.56
WL 9070;100;2;25;583.53
WL 9075;100;2;25;583.53
WL 9080;100;2;25;583.53
WL 9085;100;2;25;583.53
WL 9090;100;2;25;583.53
WL 9095;100;2;25;583.53
WL 9100;100;2;25;583.53
WL 9110;;;;
WL 9125;100;1;100;583.66
WL 9130;100;2;25;583.66
WL 9135;100;2;25;583.66
WL 9140;100;2;25;583.66
WL 9145;100;2;25;583.66
WL 9150;100;2;25;583.66
WL 9160;100;1;100;583.675
WL 9165;100;2;50;583.675
WL 9170;100;2;50;583.675
WL 9175;100;2;50;583.675
WL 9185;100;2;25;583.5
WL 9190;100;2;25;583.5
WL 9200;100;1;100;583.674
WL 9205;100;2;50;583.674
WL 9210;100;2;50;583.674
WL 9215;100;2;50;583.674
WL 9225;100;1;100;583.93
WL 9230;100;2;25;583.93
WL 9235;100;2;25;583.93
WL 9240;100;2;25;583.93
WL 9245;100;2;25;583.93
WL 9250;100;2;50;583.87
WL 9255;100;2;25;583.93
WL 9265;100;2;25;583.94
WL 9270;100;2;25;583.94
WL 9275;100;2;25;583.94
WL 9280;100;2;50;583.96
WL 9285;100;2;50;583.96
WL 9290;100;2;25;583.94
WL 9295;100;2;25;583.94
WL 9300;100;2;25;583.95
WL 9305;100;2;25;583.95
WL 9310;100;2;50;583.628
WL 9230;100;1;100;583.95
WL 9325 - WL 9380;100;2;25;583.95
WL 9325;100;1;100;583.952
WL 9390;;;;
WL 9395;100;2;25;583.93
WL 9400;100;2;50;583.92
WL 9405;100;2;50;583.92
WL 9410;100;2;50;583.92
WL 9415;100;2;50;583.92
WL 9425;100;1;100;583.63
WL 9430;100;2;50;583.63
WL 9440;100;2;50;583.9
WL 9445;100;2;50;583.98
WL 9450;100;2;50;583.98
WL 9455;100;2;50;583.99
WL 9460;100;2;50;583.98
WL 9465;100;2;25;583.9
WL 9470;100;1;100;584
WL 9480;100;1;100;584.7
WL 9485;100;2;50;584.72
WL 9490;100;2;50;584.72
WL 9495;100;1;100;584.37
WL 9500;100;1;100;584.742
WL 9505;100;2;50;584.74
WL 9510;100;2;50;584.74
WL 9515;100;2;50;584.74
WL 9525;100;1;100;584.3
WL 9530;100;1;100;584.32
WL 9535;100;1;100;584.34
WL 9540;100;2;50;584.38
WL 9545;100;1;100;584.357
WL 9550;100;2;25;584.35
WL 9555;100;2;25;584.35
WL 9560;100;2;25;584.35
WL 9565;100;2;25;584.35
WL 9570;100;2;50;584.38
WL 9575;100;1;100;584.352
WL 9580;100;2;50;584.354
WL 9585;100;2;50;584.354
WL 9590;100;2;50;584.354
WL 9600;100;1;100;584.8
WL 9605;100;1;100;584.82
WL 9610;100;1;100;584.84
WL 9620;;;;
WL 9625;100;1;100;584.85
WL 9630;100;2;50;584.86
WL 9635;100;1;100;584.87
WL 9640;100;2;25;584.8
WL 9645;100;2;25;584.8
WL 9650;100;2;50;584.86
WL 9655;100;2;50;584.86
WL 9660;100;2;50;584.86
WL 9665;100;2;50;584.86
WL 9675;100;1;100;584.9
WL 9680;100;2;50;584.9
WL 9700;100;1;100;584.39
WL 9705;100;2;25;584.39
WL 9710;100;2;25;584.39
WL 9715;100;2;25;584.39
WL 9720;100;2;25;584.39
WL 9730;50;4;50;584.4
WL 9733 - WL 9790;100;1;100;584.4
WL 9733;50;3;100;571.244
WL 9733;50;3;100;584.417
WL 9735;100;2;50;584.4
WL 9736 - WL 9743;;;;
WL 9736;100;1;100;584.40943
WL 9737;100;1;100;584.4094
WL 9738;;;;
WL 9739;100;1;100;584.4095
WL 9740;100;1;100;584.4096
WL 9741;100;1;100;584.4097
WL 9742;100;1;100;584.4098
WL 9743;100;1;100;584.40994
WL 9745;;;;
WL 9750;100;1;100;584.5
WL 9755;100;2;50;584.5
WL 9760;100;2;50;584.64
WL 9770;100;2;25;584.64
WL 9775;100;1;100;584.66
WL 9780;100;2;50;584.66
WL 9785;100;2;50;584.68
WL 9790;100;2;50;584.68
WL 9800 - WL 9980;;;;
WL 9800;100;1;100;582.16
WL 9805;100;2;25;582.16
WL 9810;50;4;50;631.52
WL 9810;50;4;50;634.9564
WL 9812;50;4;50;631.52029
WL 9812;50;4;50;634.9564029
WL 9820;50;4;50;715
WL 9820;50;4;50;635.977
WL 9825;50;4;50;582.1603
WL 9830;50;4;50;715.2
WL 9830;50;4;50;635.9771
WL 9840;100;2;50;582.16
WL 9842;100;2;50;582.17
WL 9842;50;4;50;635.976
WL 9845;100;2;50;582.17
WL 9845;50;4;50;635.976
WL 9848;100;1;100;635.933734
WL 9850;100;2;50;582.16
WL 9850;50;4;50;635.9771
WL 9870;50;4;50;635.935
WL 9872;50;4;25;635.935
WL 9872;50;4;50;635.9775
WL 9875;50;4;25;635.935
WL 9878;50;4;25;635.935
WL 9879;50;4;25;635.935
WL 9880;25;4;50;635.9772
WL 9890;;;;
WL 9900;50;4;50;635.9
WL 9901 - WL 9920;50;4;50;635
WL 9901;100;2;50;635.03
WL 9902;50;4;25;635
WL 9903;50;4;25;635
WL 9905;50;4;50;635.9014
WL 9908;50;4;50;635.014
WL 9910;50;4;50;635.0431
WL 9915;50;4;50;635.043
WL 9920;;;;
WL 9925 - WL 9940;;;;
WL 9925;50;4;50;635.9312
WL 9927;50;4;50;635.932
WL 9930;50;4;50;635.94
WL 9933;50;4;50;635.9528
WL 9933;50;4;50;635.9672
WL 9937;50;4;25;635.955
WL 9940;50;4;50;635.9674
WL 9943 - WL 9947;50;4;25;635.953
WL 9950 - WL 9980;;;;
WL 9950;50;4;25;635.968
WL 9953;50;4;50;635.966
WL 9955;50;4;25;635.968
WL 9957;50;4;25;635.96
WL 9958;25;4;50;635.965
WL 9959;25;4;50;635.9671
WL 9960;50;4;50;635.0483
WL 9960;50;4;50;635.9823
WL 9965;50;4;25;635.9823
WL 9970;50;4;25;635.9823
WL 9980;50;4;25;635.9823
WM;100;1;100;571.32
WM 1000;100;2;50;571.32
WM 1030;100;2;25;571.32
WM 1050;100;2;25;571.32
WM 1100;100;2;50;571.32
WM 1150;100;2;50;571.32078
WM 1160;100;1;100;571.327
WM 1170;100;2;50;571.32
WM 1175;100;1;100;571.325
WM 1180;100;2;50;571.32
WM 1190;100;1;100;571.323
WM 1195;100;1;100;571.324
WM 1200;100;1;100;575.4
WM 1300;100;1;100;575.57
WM 1360;100;2;25;575.57
WM 1370;;;;
WM 1400;100;1;100;575.54
WM 1500;;;;
WM 1600;100;1;100;575.6
WM 1620;100;1;100;575.65
WM 1660;100;1;100;575.66
WM 1700;100;1;100;575.68
WM 1800;50;4;50;571.8452
WM 1800;50;3;100;571.847
WM 1950;50;4;50;571.862
WM 1980;100;1;100;571.9762
WM 1985;100;2;25;571.9762
WM 1986;100;2;25;571.9762
WM 1988;100;2;25;571.9762
WM 2000 - WM 2900;100;1;100;582.1
WM 2000;100;2;50;582.1
WM 2060;100;2;25;582.1
WM 2070;100;2;25;582.1
WM 2080;100;2;25;582.1
WM 2090;100;2;25;582.1
WM 2100;100;1;100;582.16
WM 2150;100;1;100;582.17
WM 2200;100;2;25;582.17
WM 2230;100;2;25;582.17
WM 2250;100;2;25;582.12757
WM 2250;50;4;50;575.496
WM 2300;100;1;100;582.12757
WM 2320;50;4;50;575.498
WM 2340;50;4;50;575.495
WM 2360;50;4;50;575.497
WM 2380;100;2;25;582.12
WM 2390;;;;
WM 2400;100;1;100;582.18
WM 2450;100;2;25;582.12
WM 2460;;;;
WM 2500;50;4;50;582.1278
WM 2550;50;4;50;582.1278
WM 2600;;;;
WM 2630;50;4;25;582.1778
WM 2700;50;4;50;581.754
WM 2800;100;1;100;581.76
WM 2820;100;2;25;581.76
WM 2840;50;4;50;581.7698
WM 2840;50;4;50;582.167698
WM 2900;50;4;50;581.7857
WM 3000 - WM 5800;100;2;50;571.32
WM 3020;100;2;50;571.32
WM 3040;100;2;25;571.32
WM 3060;100;2;25;571.32
WM 3080;50;4;50;571.92
WM 3100 - WM 3700;100;1;100;571.62
WM 3100;100;2;50;571.62
WM 3105;100;2;25;571.6332
WM 3110;100;2;50;571.62
WM 3120;100;2;50;571.652
WM 3130;100;1;100;571.662
WM 3140;100;2;25;571.652
WM 3160;100;1;100;571.6592
WM 3180;100;1;100;571.682
WM 3200;100;1;100;575.48
WM 3220;100;1;100;575.485
WM 3250;100;1;100;575.488
WM 3300;100;1;100;575.451
WM 3350;100;1;100;571.585
WM 3400;100;2;50;571.58
WM 3450;100;2;50;571.58
WM 3500;50;4;50;575.7
WM 3550;100;2;50;575.46
WM 3600;100;2;25;575.452
WM 3650;100;1;100;575.79
WM 3700;100;1;100;575.452
WM 3800;50;4;50;571.32
WM 3800;50;4;25;571.52
WM 4250;50;4;50;571.327
WM 4250;50;4;25;571.527
WM 4260;50;4;50;571.32
WM 4260;50;4;25;571.52
WM 4270;50;4;50;571.325
WM 4270;50;4;25;571.525
WM 4290;50;4;50;571.32
WM 4290;50;4;25;571.52
WM 4300;50;4;50;571.323
WM 4300;50;4;25;571.523
WM 4830;50;4;50;571.324
WM 4830;50;4;25;571.524
WM 4990;100;1;100;571.8842
WM 5000;100;1;100;571.862
WM 5050;100;1;100;571.8627
WM 5100;100;1;100;571.86279
WM 5150;100;1;100;571.86272
WM 5200;100;1;100;571.86273
WM 5250;100;2;50;571.862
WM 5300;100;1;100;571.86257
WM 5350;100;2;50;571.8625
WM 5350;50;3;100;571.86252
WM 5400;100;1;100;571.86259
WM 5450;100;1;100;571.86258
WM 5500;100;2;50;571.862
WM 5550;100;1;100;571.8623
WM 5739;100;1;100;571.862374
WM 5775;100;2;25;571.862394
WM 5800;100;1;100;571.8624
WN;100;1;100;571.2
WN 1000 - WN 1099;100;2;50;571.2
WN 1100;100;2;25;571.2
WN 1200;100;2;50;571.205
WN 1295;100;2;25;571.2
WN 1298;100;2;25;571.2
WN 1300;50;4;50;571.62
WN 1400;50;4;25;572.42
WN 1450;50;4;50;572.442
WN 1500;50;4;50;571.752
WN 1600;100;2;25;572.42
WN 1700;100;2;25;572.42
WN 1750;;;;
WN 1800;100;1;100;571.8492
WN 1850;100;2;25;571.842
WN 1900;100;1;100;571.8782
WN 1950;25;4;25;581.726
WN 1950;25;4;25;571.492
WN 1950;25;4;25;571.6342
WN 2000 - WM 2950;100;2;50;575.7
WN 2000;100;2;50;575.7
WN 2200 - WN 2500;;;;
WN 2200;50;4;50;575.76
WN 2200;50;4;50;575.78
WN 2400;100;1;100;575.8
WN 2500;100;2;50;575.7
WN 2600 - WN 2700;;;;
WN 2600;100;2;50;571.752
WN 2700;100;2;50;575.79
WN 2800 - WN 2950;;;;
WN 2800;100;2;50;571.7521754
WN 2820;100;2;50;571.7521768
WN 2860;100;2;50;571.7521769
WN 2880;100;2;25;571.752178
WN 2900;100;2;25;571.752
WN 2930;100;2;25;571.752178
WN 2950;100;2;50;571.75217857
WN 3000 - WN 4980;;;;572.42
WN 3000;100;2;50;572.42
WN 3100;100;2;50;572.46
WN 3150;100;2;50;572.46
WN 3150;50;4;50;572.432
WN 3200;100;2;25;572.42
WN 3300;100;1;100;572.432
WN 3300;50;4;50;572.472
WN 3350;100;2;50;572.49
WN 3400;100;2;50;572.514
WN 3600;50;4;50;631.585
WN 3700;50;4;50;572.392
WN 3700;50;4;50;631.81
WN 3800;50;4;25;631.81
WN 3880;50;4;50;572.4217852
WN 3900;;;;
WN 3950;100;1;100;571.217857
WN 3990;;;;
WN 4000;100;2;50;572.64
WN 4200;25;4;25;631.847
WN 4200;50;4;50;572.452
WN 4200;50;4;50;577.145
WN 4300;100;1;100;572.545
WN 4400;50;4;25;572.482
WN 4400;50;4;50;577.145
WN 4600;50;4;25;572.42
WN 4750;100;1;100;575.79
WN 4760;50;3;100;575.7928
WN 4760;50;3;100;575.79297
WN 4760;50;3;100;575.79298
WN 4770;50;3;100;575.7923
WN 4770;50;3;100;575.7924
WN 4770;50;3;100;575.7925
WN 4770;50;3;100;575.7926
WN 4800;50;4;50;581.6
WN 4850;50;4;50;572.362
WN 4870;50;4;50;667.26
WN 4900;50;4;50;572.2
WN 4920;50;4;50;572.298
WN 4930;50;4;50;572.295
WN 4950;50;4;50;572.297
WN 4960;50;4;50;572.28
WN 4970;50;4;50;572.27
WN 4980;50;4;25;572.2
WN 4980;25;4;50;572.23
WN 4980;25;4;50;572.24
WN 4980;25;4;50;572.25
WN 5000 - WN 7850;100;1;100;571.82
WN 5000;100;2;50;571.82
WN 5100;100;2;25;571.82
WN 5200;50;3;100;571.5382
WN 5200;50;3;100;571.6382
WN 5300;100;1;100;571.8332
WN 5320;100;1;100;571.742
WN 5330;100;1;100;571.83742
WN 5350;100;2;50;571.83742
WN 5370;100;2;25;571.63
WN 5400;100;2;25;571.82
WN 5450;50;4;50;571.4552
WN 5450;50;4;50;571.834552
WN 5500;100;2;50;571.862
WN 5600;100;1;100;571.8892
WN 5650;25;4;25;577.782
WN 5700;50;4;25;631.541
WN 5800;100;2;25;571.976
WN 5800;100;2;25;632.2
WN 5900;100;1;100;571.976
WN 6000;50;3;100;575.97
WN 6000;50;3;100;575.98
WN 6200;100;2;25;571.82
WN 6300;100;2;50;575.973455
WN 6350;100;2;50;575.97345529
WN 6400;100;2;50;575.973435
WN 6500;100;2;50;575.973437
WN 6600;100;2;50;575.974
WN 6650;100;2;50;575.97429
WN 6700;100;2;50;575.97
WN 6720;100;2;50;575.97346
WN 6740;100;2;50;575.973455
WN 6760;100;2;50;575.973437
WN 6760;100;2;50;575.974
WN 6780;;;;
WN 6800;;;;
WN 7000;100;1;100;571.782
WN 7200;100;2;25;575.6
WN 7400;100;1;100;571.8642
WN 7500;50;3;100;575.67
WN 7500;50;3;100;575.68
WN 7600;100;1;100;575.68378
WN 7800;100;2;50;571.862
WN 7850;50;4;50;575.6346
WN 8040 - WN 8400;;;;
WN 8040;50;4;50;571.29
WN 8120;100;1;100;571.2939
WN 8160;100;1;100;571.298
WN 8200;100;1;100;571.295
WN 8240;100;1;100;571.297
WN 8280;100;1;100;571.28
WN 8320;100;2;50;571.2
WN 8320;50;3;100;571.23
WN 8320;50;3;100;571.24
WN 8320;50;3;100;571.25
WN 8320;50;3;100;571.27
WN 8360;100;1;100;571.27
WN 8400;100;2;50;571.2
WN 8400;50;3;100;571.23
WN 8400;50;3;100;571.24
WN 8400;50;3;100;571.25
WN 8500;;;;
WN 8505;50;4;50;631.584
WN 8505;50;4;50;635.0484
WN 8510 - WN 8970;;;;
WN 8510;50;4;25;630
WN 8520;50;4;25;633.1
WN 8550;50;4;25;633.85
WN 8570;50;4;25;633.2
WN 8600;50;4;25;633.3
WN 8650;50;4;25;635.1
WN 8700;50;4;25;633.7
WN 8750;50;4;25;633.83
WN 8820;50;4;25;633.88
WN 8880;50;4;25;633
WN 8920;50;4;25;634.6
WN 8920;50;4;25;634.77
WN 8970;50;4;25;634.6
WN 8970;50;4;25;634.77
WN 9000 - WN 9980;100;1;100;571.92
WN 9010;100;2;50;571.9203
WN 9015;100;2;50;571.920222
WN 9030;100;2;25;571.92
WN 9050;100;2;50;571.9205
WN 9070;100;2;50;571.92078
WN 9100 - WN 9199;100;2;25;571.92
WN 9200;100;2;50;571.92
WN 9220;100;2;50;571.94
WN 9240;50;3;100;571.9752
WN 9260;100;2;50;571.952
WN 9280;50;4;50;571.93462
WN 9300;100;1;100;571.93452
WN 9310;100;2;50;571.92
WN 9320;50;4;50;571.992
WN 9320;50;4;50;571.993
WN 9320;25;4;25;632.8
WN 9350;100;2;50;571.993
WN 9350;50;4;25;632.4
WN 9380;50;4;50;581.652
WN 9380;50;4;50;632.5
WN 9400;50;4;50;632.6
WN 9410;50;4;50;632.62
WN 9420;50;4;50;632.626
WN 9420;50;4;50;632.65
WN 9470;50;4;50;632.66
WN 9500;50;4;50;632.9
WN 9600 - WN 9699;50;4;25;632.9
WN 9700;50;4;50;632.905
WN 9720;50;3;100;571.962
WN 9740;100;2;50;571.920151
WN 9750;50;4;25;632.5
WN 9760;50;4;50;632.954
WN 9780;;;;
WN 9790;50;4;25;632.96
WN 9800;50;4;50;632.952
WN 9850;50;4;25;632.96
WN 9900;50;4;25;632.9
WN 9910;50;4;50;632.94
WN 9930;50;4;25;632.9
WN 9950;50;4;25;632.9
WN 9980;50;4;25;632.9
WP - WS;100;1;100;590
WP 1000;100;2;50;590
WP 1003;100;1;100;590.3
WP 1004;100;2;50;590.903
WP 1004;50;4;50;590.9031
WP 1004;50;4;50;590.9032
WP 1004;50;4;50;590.9033
WP 1005;100;2;25;578.012
WP 1007;100;2;25;578.012
WP 1008;100;1;100;590.14
WP 1010 - WP 1013;;;;
WP 1010;100;1;100;590.911
WP 1011;100;1;100;590.912
WP 1012;100;1;100;590.913
WP 1013;25;4;25;636
WP 1017 - WP 1027;;;;
WP 1017;100;1;100;591.73
WP 1020;100;1;100;591.753
WP 1025;100;1;100;591.76
WP 1026;50;4;50;591.7699
WP 1026;50;4;50;590.9146
WP 1027;100;1;100;591.77
WP 1030;100;1;100;590.723
WP 1038;100;2;25;590
WP 1070;100;2;50;590.222
WP 1075;100;2;50;590.29
WP 1075;50;3;100;591.63
WP 1075;50;3;100;591.65
WP 1077;;;;
WP 1080;25;4;25;333.9516
WP 1080;25;4;25;639.97
WP 1081;100;2;50;591.68
WP 1082;;;;
WP 1083;100;2;50;591.68
WP 1087;100;2;50;591.68
WP 1093;100;2;50;592.05
WP 1100;100;2;50;590.9
WP 1300 - WP 1990;;;;
WP 1300;100;2;50;579.4
WP 1302;100;2;25;579.4
WP 1302;100;2;50;579.405
WP 1310;100;2;50;579.42
WP 1320;100;2;50;579.42
WP 1500;100;2;50;579.43
WP 1510;100;2;50;579.43
WP 1520;100;1;100;579.432
WP 1540;100;2;25;579.43
WP 1560;100;1;100;579.44
WP 1600;100;2;50;579.45
WP 1610;100;2;25;579.43
WP 1650;100;2;50;579.45
WP 1700;100;2;25;579.48
WP 1800;100;2;50;579.48
WP 1850;100;2;25;579.48
WP 1900;100;2;50;579.49
WP 1910;100;2;25;579.49
WP 1930;100;2;25;579.49
WP 1950;100;2;25;579.49
WP 1970;100;2;25;579.49
WP 1990;100;2;25;579.49
WP 1999;50;4;25;579.4
WP 1999;50;4;25;592
WP 2000;100;2;25;592
WP 2100;100;2;50;593.4
WP 2200;50;4;50;563.47
WP 2300;100;2;50;593.4
WP 2400;100;1;100;593.42
WP 2500;100;2;50;593.44
WP 2600;100;1;100;593.46
WP 2650;100;2;25;593.46
WP 2700;100;2;25;593.46
WP 2750;100;2;25;593.46
WP 2800;100;2;25;593.46
WP 2900;50;4;25;563.4
WP 3000;100;2;25;592
WP 3050;100;2;50;593.5
WP 3100;100;2;50;593.5
WP 3150;100;1;100;593.55
WP 3200;100;2;25;593.55
WP 3300;100;2;25;593.55
WP 3400;100;2;25;593.55
WP 3500;100;2;25;593.55
WP 3600;100;2;25;593.55
WP 3700;50;4;50;563.58
WP 3800;50;4;25;563.55
WP 3900;100;1;100;593.53
WP 4200;100;1;100;593.6
WP 4300;100;2;50;593.6
WP 4500;50;4;25;563.6
WP 4550;50;4;25;563.6
WP 4600;100;2;50;593.6
WP 4640;100;2;25;593.6
WP 4680;100;2;25;593.6
WP 4720;100;2;25;593.6
WP 4750;100;2;25;593.6
WP 4770;100;2;25;593.6
WP 4800;50;4;25;563.6
WP 4900;100;1;100;593.8
WP 5000;100;2;25;592
WP 5200;100;1;100;592.4
WP 5220;100;1;100;592.42
WP 5400;100;1;100;592.48
WP 5410;100;1;100;592.44
WP 5430;100;2;25;592.48
WP 5450;100;2;25;592.48
WP 5500;100;1;100;592.46
WP 5800;100;1;100;592.32
WP 6000;100;1;100;592.5
WP 6200;100;1;100;592.52
WP 6400;100;1;100;592.53
WP 6600;100;1;100;592.55
WP 6800;100;2;25;592.3
WP 7000;100;1;100;592.57
WP 7005 - WP 7080;;;;
WP 7005;100;2;50;592.5717
WP 7010;100;1;100;592.57177
WP 7030;100;1;100;592.57176
WP 7050;100;1;100;592.571757
WP 7050;100;2;50;592.57
WP 7070;100;2;50;592.5717857
WP 7080;100;2;50;592.5717857
WP 7100;100;2;25;592.57
WP 7180;100;2;25;592.57
WP 7200;100;2;25;592.57
WP 7220;100;2;25;592.57
WP 7260;100;2;25;592.57
WP 7280;100;2;25;592.57
WP 7385;100;2;25;592.57
WP 7400;100;2;25;592.57
WP 7420;100;2;25;592.57
WP 7425;100;2;25;592.57
WP 7440;100;2;25;592.57
WP 7460;100;2;25;592.57
WP 7480;100;2;25;592.57
WP 7560;100;1;100;592.59
WP 7700;100;1;100;592.33
WP 7800;100;1;100;594.66
WP 8000;100;1;100;592.6
WP 8100;100;1;100;592.62
WP 8120;100;2;25;592.62
WP 8200;100;2;25;592.62
WP 8400;100;2;25;592.62
WP 8600;50;3;100;592.64
WP 8600;50;3;100;592.66
WP 8610;100;1;100;592.64
WP 9000;100;1;100;592.66
WP 9500;100;2;25;592.3
WP 9750;100;1;100;592.35
WQ 1000;100;1;100;595
WQ 1050;100;1;100;592.7
WQ 1140;100;2;50;595
