fromNotation;toNotation
27144-6;7651812-7
18594-4;4197424-4
15793-6;4064317-7
15411-4;4225469-3
16032-0;4027446-9
12708-3;4163237-0
15225-1;4057630-9
29834-6;4184959-0
14139-6;4045503-8
19856-2;4057251-1
10503-3;4034026-0
29862-1;4027110-9
14044-3;4071189-4
10043-4;7604803-2
14308-2;4133759-1
18739-4;4665610-8
14455-3;4052385-8
29061-0;7580116-4
18850-5;4005953-4
18027-4;4160383-7
14651-3;4489616-5
11068-4;4066475-2
18969-1;4167021-8
18969-1;7559166-2
16692-0;4161626-1
30032-4;4058326-0
10320-4;4166197-7
11895-4;4076605-6
29580-4;4172022-2
11177-6;4262084-3
14285-2;4482314-9
14285-2;4482316-2
14285-2;4056834-9
12212-4;4046834-3
16067-2;4131817-1
16067-2;4134205-7
14258-5;4067574-9
19202-0;4578466-8
18115-0;4061953-9
19389-0;4128354-5
14851-2;4127568-8
18231-5;4079329-1
13307-2;4259231-8
10194-4;4120934-5
11506-6;4026887-1
27952-3;4170587-7
15690-2;4020517-4
10748-1;4330513-1
11321-4;4162260-1
19069-4;4006232-6
13058-4;7580144-9
13058-4;4037794-5
12307-0;4048732-5
14599-0;4009833-3
16529-4;4144335-4
16529-4;4116445-3
19540-1;4121057-8
10497-0;4191439-9
19822-5;4161814-2
19119-1;4197319-7
12280-1;4073213-7
16774-5;4011119-2
29780-3;4188216-7
18556-5;4335461-0
12994-4;4009820-5
19848-1;4127982-7
11668-1;4483507-3
14293-3;4001573-7
16001-4;4068925-6
29843-5;4331574-4
20077-2;4077620-7
18311-0;4155063-8
13297-0;4179306-7
18381-0;4400948-3
13829-0;4066768-6
10912-0;4215421-2
27272-4;4014718-6
10656-6;4027301-5
19196-4;4450213-8
11125-4;4182650-4
16697-4;4071757-4
14771-0;4617215-4
16170-2;4168243-9
11819-6;4159071-5
11810-3;4014715-0
29884-5;4807612-0
14057-1;4154515-1
14889-5;4273513-0
10567-5;4193450-7
19278-2;4599060-8
11694-0;4191509-4
11694-0;4183194-9
18927-3;4073883-8
11657-6;4168088-1
11657-6;4020866-7
11650-6;4013895-1
11633-6;4121709-3
16124-2;4139094-5
15958-0;4061614-9
16265-5;4037348-4
10049-6;4202470-5
19510-3;4121602-7
19510-3;4171306-0
19510-3;4055856-3
10381-5;4261589-6
10197-5;4150938-9
13583-6;4187799-8
14064-4;4029189-3
14064-4;4467289-5
29733-5;4758072-0
30025-1;4387112-4
16782-6;4012656-0
10964-2;4121924-7
12649-0;4065579-9
29906-0;4150183-4
10710-5;4137564-6
10710-5;4191029-1
13460-1;4303227-8
14607-6;4031003-6
11852-1;4156524-1
11852-1;4019956-3
15243-6;4057502-0
10843-0;4209295-4
10951-4;4125151-9
16188-4;4063693-8
19646-6;4054423-0
13034-4;4038888-8
10224-0;4121834-6
18077-3;4248050-4
12357-6;7672313-6
12357-6;4006566-2
14240-3;4051537-0
11552-6;4127451-9
10714-4;4175528-5
10622-2;4437731-9
16426-0;4018326-9
19145-0;4435933-0
13384-5;4173884-6
11313-3;4020872-2
10490-0;4006306-9
15738-0;4162079-3
10122-1;4029574-6
