fromNotation;toNotation
12330-5;4120608-3
11295-0;4005962-5
11217-6;4139439-2
19333-6;4493448-8
15446-6;4120603-4
14971-6;4001216-5
16550-6;4130659-4
16550-6;4019990-3
11859-1;4259046-2
29909-1;4529954-7
10816-3;4114347-4
11180-3;4002567-6
19210-1;4190481-3
15734-1;4020830-8
18183-4;4349504-7
10659-0;4163496-2
11869-5;4048590-0
18112-6;4121761-5
29589-0;4377012-5
29726-2;4377136-1
29940-0;4237563-0
11071-1;4139005-2
19260-0;4522367-1
13840-5;4117670-4
15125-5;4173171-2
13691-3;4004436-1
29848-2;4062902-8
13984-2;4132700-7
13984-2;4000135-0
29244-6;4602331-8
19100-1;4273840-4
19100-1;4129141-4
10097-2;4031980-5
14273-2;4130660-0
11433-0;4073788-3
19677-2;4120736-1
19677-2;4474287-3
11691-6;4057437-4
29634-0;4276573-0
19758-2;4076334-1
19275-1;4201791-9
19805-5;4005541-3
13967-2;4037166-9
10377-3;4120891-2
12605-6;4057826-4
19795-3;4137304-2
10140-6;4026915-2
24785-4;4129147-5
18402-4;4074756-6
18392-2;4132281-2
12930-2;4388731-4
14015-3;4140123-2
14015-3;4201944-8
16212-5;4137670-5
18318-0;4141641-7
18592-1;4143515-1
18592-1;4179593-3
28894-0;4075669-5
19608-0;4074250-7
14796-5;4142083-4
12049-3;4022149-0
18118-1;4121590-4
18118-1;7516446-2
19740-0;4047538-4
14100-5;4204383-9
18721-2;4413520-8
19761-6;4034869-6
29597-1;4325013-0
10344-4;4180912-9
10498-5;4153316-1
10498-5;4121389-0
10498-5;4223712-9
12246-1;4008802-9
16436-4;4126263-3
15763-1;4061619-8
16298-4;4040034-7
16664-5;4077618-9
18728-2;4146192-7
29727-0;4183472-0
12984-0;4139144-5
13358-6;4043141-1
30057-2;4133306-8
16209-1;4076229-4
16004-5;4034898-2
13141-3;4326751-8
15977-3;4052348-2
15888-2;4038953-4
18336-5;4003516-5
16483-2;4138494-5
19679-5;4137895-7
18978-0;4200787-2
13777-0;4114309-7
16201-3;4066464-8
18550-3;4391592-9
19043-1;4020616-6
19043-1;4170264-5
18815-0;4132793-7
13530-6;4306077-8
11916-1;4066508-2
19164-3;4274322-9
13799-4;4027027-0
18419-1;4140394-0
18419-1;4177058-4
14153-5;4265325-3
12621-1;4002752-1
14854-3;4069934-1
10287-4;4120897-3
14600-6;4197222-3
12733-4;4069794-0
11788-5;4121624-6
14184-1;4175694-0
13170-3;4016887-6
13170-3;4154135-2
13170-3;4154137-6
12041-5;4165506-0
12041-5;4069402-1
12041-5;4274456-8
16545-6;4055879-4
19350-6;4143229-0
16638-6;4034922-6
12026-1;4072130-9
12026-1;4998396-9
29221-4;4140901-2
16366-6;4075906-4
14895-3;4138558-5
10271-5;4138968-2
15675-5;4056366-2
24781-5;4515875-7
15082-4;4161483-5
10374-2;4164999-0
19658-6;4431852-2
14997-2;4239945-2
11638-3;4183197-4
29827-3;4036587-6
12903-5;4066505-7
11235-4;4002737-5
11235-4;4005982-0
12766-3;4037589-4
15062-3;4451047-0
19689-2;4182661-9
10024-1;4063065-1
29649-1;4113337-7
16430-2;4129503-1
12786-4;4135134-4
12051-2;4123423-6
12072-1;7571585-5
12072-1;4061963-1
16184-5;4063696-3
11223-4;4617594-5
12285-5;4566178-9
11160-2;4027208-4
11765-3;4133628-8
28237-1;4803997-4
12088-0;4078609-2
11813-4;4070814-7
29732-0;4124487-4
29732-0;4123790-0
18822-3;4337462-1
12760-1;4076362-6
12620-3;4058047-7
18870-6;4053538-1
10376-5;4200448-2
13601-2;4379334-4
13601-2;4192149-5
16460-0;4178671-3
16460-0;4169950-6
11677-0;4138862-8
13294-6;4034928-7
16454-2;4116489-1
16454-2;4164679-4
19340-2;4136634-7
16016-5;4062787-1
15467-5;4225781-5
10899-1;4160652-8
14953-1;4073048-7
14456-1;4275777-0
15722-1;4055903-8
30054-1;4226404-2
19124-1;4036886-5
11818-1;4159069-7
20906-3;4501319-6
14354-2;4127798-3
16391-0;4018520-5
13315-3;4210162-1
19222-1;4139090-8
19643-5;4187207-1
19643-5;4446288-8
15868-1;4131972-2
18324-5;4138225-0
19416-2;4221678-3
10718-3;4143436-5
10327-4;4047354-5
14822-2;4129849-4
12617-6;4002767-3
19068-6;4442471-1
12027-6;4113859-4
14065-2;4163030-0
18688-2;4204791-2
16245-4;4000243-3
11653-0;4156517-4
29642-1;4456648-7
24624-0;4603006-2
13096-3;4217005-9
13673-5;4059667-9
11457-0;4215386-4
18173-0;4361756-6
10734-5;4015756-8
29987-2;4513644-0
13330-0;4236161-8
16036-6;4053469-8
16277-5;4046531-7
16362-0;4165057-8
11051-0;4134037-1
16405-1;4026486-5
19209-0;4027491-3
18522-1;4229881-7
14001-0;7541296-2
14001-0;4002865-3
14001-0;4874302-1
14001-0;7565519-6
14001-0;4161681-9
19394-0;4137882-9
18207-2;4189682-8
13635-6;4187230-7
18577-4;4076473-4
18521-3;4184593-6
13014-3;4163583-8
19750-4;4115604-3
19747-0;4000626-8
13776-2;4134687-7
12719-5;4154634-9
29864-4;4191095-3
16619-3;4062024-4
19498-2;4129526-2
12181-3;4020591-5
27813-3;7515603-9
12171-6;4203966-6
19975-1;4220631-5
29943-1;4496586-2
15720-5;4077587-2
16395-6;4059534-1
11436-1;4193948-7
15733-3;4189299-9
13655-0;4016825-6
28978-1;7613972-4
11362-4;4069341-7
11449-6;4128445-8
11302-1;4071497-4
30034-0;4004646-1
15869-6;4019535-1
29444-5;4187925-9
18085-4;4212226-0
12232-5;4000932-4
12232-5;4171138-5
11627-1;4123543-5
10236-0;4121333-6
16311-3;4134790-0
10619-5;4162065-3
14567-6;4065596-9
19664-4;7635855-0
19664-4;4195388-5
12228-3;4035908-6
19535-1;7679509-3
15716-3;4077572-0
11060-6;4055785-6
11716-2;4026944-9
29624-3;7509005-3
10614-1;4027337-4
11578-2;4144130-8
15102-3;4204093-0
12356-1;4006235-1
16268-6;4124941-0
16336-1;4063353-6
14933-0;4392697-6
19581-1;4056995-0
11902-5;4217838-1
18378-3;4064811-4
16594-0;4017985-0
29102-5;4326464-5
19720-6;4065004-2
19754-3;4138354-0
12218-6;4136230-5
11414-4;4368756-8
10297-1;4166446-2
12585-0;4018776-7
12585-0;4200179-1
12224-4;4114044-8
12224-4;4162244-3
12224-4;4137114-8
14831-1;4352518-0
19044-6;4187713-5
10774-0;4042669-5
12401-1;4127073-3
13523-3;4129465-8
29959-0;7577300-4
14341-4;4047843-9
12912-4;4025763-0
10008-6;4027556-5
14634-3;4064784-5
15480-6;4050133-4
13533-0;4022859-9
29970-5;4066472-7
16666-1;4001223-2
14098-1;4065287-7
15654-6;4125698-0
30055-6;4000320-6
18760-6;4114372-3
18783-1;4079184-1
10905-4;4037647-3
10210-4;4135346-8
15901-1;4058271-1
11686-6;4203134-5
28488-4;4010178-2
15713-2;4012472-1
13464-0;4023249-9
19204-3;4232912-7
16563-4;4055916-6
11111-1;4079190-7
11111-1;4132530-8
11742-1;4194651-0
29997-6;4004363-0
29856-3;4063635-5
12296-0;4178646-4
18060-6;4149019-8
20789-2;4152880-3
15671-6;4049396-9
15671-6;4819954-0
19609-5;4573838-5
13762-6;4276895-0
13762-6;4173669-2
10590-3;4175874-2
24782-3;4728437-7
24782-3;4419554-0
24782-3;4557875-8
29861-3;4076664-0
10616-4;4003841-5
18705-0;4195552-3
10771-6;4346377-0
10771-6;4188829-7
10491-5;4122087-0
18352-0;4005688-0
18639-1;102470968X
18475-5;4180860-5
12071-3;4078620-1
12215-5;4139075-1
11481-3;4121891-7
10062-0;4079351-5
18934-6;4016837-2
19482-3;4209838-5
10145-3;4206633-5
10106-6;4190150-2
14145-4;4179654-8
16615-4;4077570-7
10190-5;4078614-6
18242-0;4113241-5
10735-3;4113550-7
19038-1;4367264-4
29952-0;4020916-7
19371-5;4257247-2
19062-4;1032911565
11174-5;7644678-5
10036-1;4190925-2
10036-1;4247012-2
10973-1;4123779-1
10973-1;4039714-2
18536-4;4248349-9
15107-0;4006211-9
19705-2;4048849-4
19435-5;4207927-5
16611-5;4039713-0
28859-2;4010176-9
19773-6;4020040-1
21094-4;4188088-2
12917-1;4138253-5
18792-0;4144286-6
18792-0;1031293639
18792-0;4005233-3
14427-1;4036988-2
10028-0;4065685-8
18660-3;4227290-7
10791-0;4067281-5
14088-4;4157207-5
14088-4;4121356-7
19032-6;4032312-2
15746-1;4115348-0
15746-1;4517174-9
13371-0;4020775-4
14110-2;4043047-9
14110-2;4602460-8
11206-4;4216822-3
18583-2;4206779-0
19156-2;4005347-7
18560-0;4147391-7
29621-2;4123941-6
15718-6;4055736-4
10120-5;4280832-7
10120-5;4029560-6
18894-6;4196757-4
29809-5;7614005-2
16708-4;4070914-0
29669-2;7531987-1
10561-3;4070874-3
16481-6;4028935-7
11736-3;4113654-8
14051-6;4250171-4
14051-6;4063118-7
29447-6;4212081-0
15488-4;4146449-7
15902-6;4066446-6
19551-3;4461436-6
10904-6;4123714-6
13452-0;4273531-2
16043-2;4246380-4
14731-5;4134081-4
29777-6;4031826-6
14486-6;4723086-1
14486-6;4213323-3
12110-5;4043788-7
18214-5;4153776-2
16401-2;4121094-3
15949-1;4057312-6
15949-1;4167016-4
10470-6;4059276-5
29835-4;4389722-8
19798-4;4221617-5
15176-2;4129514-6
29202-1;4691234-4
11278-0;4172485-9
15468-3;4070864-0
30110-3;4185917-0
13109-6;4025683-2
12366-5;4017175-9
18798-2;4169498-3
29859-4;4789126-9
27909-4;4132293-9
12985-5;4425072-1
12985-5;4015469-5
15861-1;7751254-6
12480-0;4035249-3
12480-0;4032592-1
29561-1;4056775-8
18769-2;4211390-8
28410-6;4134373-6
10135-6;4067845-3
10135-6;4232316-2
10135-6;7672325-2
10135-6;4232317-4
16143-5;4036235-8
16713-4;4026140-2
10171-2;4151336-8
29767-2;4175818-3
13720-1;4199580-6
13720-1;4149416-7
13136-3;4167095-4
11888-1;4112768-7
19639-3;4151434-8
18203-3;4008182-5
11066-1;4172736-8
11416-0;4040629-5
11416-0;4019889-3
10112-4;4273396-0
12274-3;4018422-5
14502-6;4023740-0
15897-1;4064354-2
13462-4;4023222-0
13645-3;4229526-9
10274-6;4187906-5
19675-6;4003131-7
15966-1;4048737-4
15966-1;4120600-9
15966-1;4117603-0
15966-1;4079369-2
15966-1;4168674-3
18138-2;4180912-9
19661-3;4139030-1
19661-3;4826292-4
29792-3;4285302-3
11185-0;4002769-7
18935-4;4135661-5
18935-4;4154047-5
12160-4;4078619-5
16048-6;4183935-3
18505-1;4004814-7
18505-1;4127262-6
14412-0;4156168-5
18405-5;4121718-4
12832-2;4187743-3
12779-1;4121388-9
19433-2;4563735-0
14725-0;4025864-6
10876-6;4153401-3
10876-6;4125431-4
10304-2;4125106-4
19437-1;4236885-6
15011-6;4121651-9
15011-6;1047992337
11510-1;4168071-6
11607-0;4121127-3
12844-2;4130474-3
13410-2;4020342-6
20826-1;4698151-2
14121-4;4013700-4
12014-1;4137665-1
19199-5;4132813-9
13516-0;4154752-4
10395-1;4125152-0
21315-0;7636951-1
21315-0;1026698669
21315-0;7706419-7
18552-6;4215399-2
18399-2;4281365-7
12670-2;4254827-5
12670-2;4036210-3
29237-3;7856257-0
16698-2;4133736-0
15659-3;4038639-9
10302-6;4192138-0
19745-4;4005227-8
19745-4;4027503-6
19833-0;4678022-1
13594-1;4138189-0
12675-6;4125574-4
18000-3;4114048-5
18000-3;4133586-7
18544-5;4207338-8
10586-1;4115368-6
18685-1;4343344-3
10332-4;4306169-2
13375-6;4067303-0
13375-6;4280860-1
12774-4;4037630-8
18299-6;4184592-4
30029-0;4038935-2
19422-0;4168356-0
19422-0;4157187-3
15606-3;4011152-0
12577-6;4006188-7
11559-6;4043169-1
11559-6;4149745-4
18649-5;4422163-0
10956-1;4117638-8
10500-2;4026776-3
29322-5;4196910-8
16290-6;4175047-0
19133-0;4789127-0
19133-0;7619259-3
10237-5;4128447-1
10102-0;4173334-4
12901-2;4060832-3
13426-1;4000775-3
14431-3;4151795-7
15995-1;4031881-3
18109-2;4257750-0
18747-5;4113997-5
14262-0;4150519-0
11325-3;4168076-5
20399-1;4125037-0
11048-3;4055817-4
13415-6;4071796-3
13415-6;7523765-9
13415-6;4177798-0
12435-5;4058337-5
12435-5;4029567-9
12628-1;4052309-3
15740-6;4034054-5
29764-1;4467283-4
10185-5;4121247-2
18270-2;4173280-7
11913-0;4056923-8
15679-4;4061693-9
12168-2;4277107-9
15964-5;4074725-6
19576-1;4347470-6
10513-0;4113450-3
10219-0;4202405-5
13074-6;4129351-4
15001-2;4003434-3
19197-2;4163495-0
19067-1;4127521-4
10103-5;4249495-3
10776-3;4194722-8
16719-6;4045791-6
10768-2;4442410-3
28023-6;4003974-2
10604-4;4153395-1
10604-4;4003776-9
29323-3;4005709-4
16338-4;4020682-8
12716-4;4003563-3
14196-1;4427432-4
14196-1;4015143-8
29865-2;4034036-3
11297-3;4280312-3
11297-3;4129362-9
10676-0;4724045-3
13647-6;4046912-8
10928-6;4334934-1
10928-6;4326311-2
14261-2;4007080-3
16080-3;4065682-2
19623-4;4130887-6
29650-2;4163148-1
11378-3;4138764-8
11378-3;4058167-6
12531-2;4510054-8
12531-2;4029339-7
12531-2;4137527-0
11521-3;4188826-1
19808-6;4226127-2
11875-3;4130125-0
16684-6;4169968-3
18259-4;4003139-1
16039-0;4001276-1
16039-0;4063283-0
16039-0;4177614-8
12525-4;4125500-8
19191-0;4073993-4
19610-6;4008408-5
14053-2;4064745-6
30044-4;4072431-1
19776-0;4076704-8
29628-2;4163261-8
15469-1;4347788-4
12941-4;4318700-6
12941-4;4113682-2
12941-4;4129828-7
11030-1;4063892-3
12250-3;4177950-2
10252-2;4115360-1
13804-2;4179443-6
12920-5;4344626-7
11233-1;4130046-4
11233-1;4002647-4
11233-1;4278417-7
11233-1;4194105-6
11233-1;4247756-6
11540-6;4017214-4
14927-2;4194130-5
15050-3;4035811-2
16328-0;4046595-0
11164-1;4036824-5
29870-2;4013396-5
13824-3;4063198-9
29803-3;4346474-9
13621-3;4022492-2
19699-6;4044747-9
19699-6;4188916-2
11970-2;4056723-0
13440-0;4120651-4
10150-3;4129281-9
12154-6;4047441-0
19361-1;4014937-7
11236-2;4131655-1
18555-0;4166385-8
11055-6;4037653-9
29559-2;4516677-8
12284-0;4029569-2
18277-2;4190181-2
15918-5;4153095-0
19777-5;4054498-9
11163-3;4032081-9
18087-0;4067851-9
12946-1;4136521-5
19553-6;4291378-0
13081-2;4172664-9
12064-0;4123981-7
11310-2;4126014-4
12277-4;4021127-7
14969-0;4138041-1
14805-2;4044549-5
19500-6;4181813-1
11307-5;4002689-9
18377-5;4257415-8
13425-3;4125621-9
24665-0;4562274-7
15320-0;4307945-3
15025-2;4194332-6
10080-5;4061738-5
13256-0;4116383-7
29778-4;7831954-7
15005-1;4139582-7
11262-1;4002623-1
18095-1;4138227-4
20136-5;4492784-8
29854-0;4299187-0
11752-5;4188062-6
27853-5;4129186-4
14160-1;4038330-1
10433-5;4203995-2
12158-5;4127543-3
19790-6;4137380-7
12038-1;4145046-2
12038-1;4117296-6
18816-5;4169972-5
14380-1;4034316-9
16680-0;4133431-0
14955-4;4235506-0
11966-0;4022233-0
15878-5;4130793-8
19851-5;4162041-0
13006-2;4114335-8
12800-1;4037584-5
19665-2;4466442-4
19755-1;4063290-8
29121-1;4000245-7
19306-2;4191064-3
19680-6;4313395-2
16315-2;4071817-7
29610-0;4173863-9
18803-0;4043143-5
13470-5;4318479-0
18818-1;4064231-8
15642-6;4018424-9
18729-0;4007502-3
18898-5;4112470-4
10180-1;4032244-0
19815-2;4239585-9
13962-5;7822007-5
13962-5;4222042-7
14793-4;4233260-6
12452-5;4198602-7
12452-5;4114287-1
19284-0;4554551-0
15683-6;4066334-6
11879-2;4054858-2
30024-3;4175361-6
10323-5;4169317-6
10323-5;4169316-4
10068-2;4121955-7
13851-0;4004822-6
19337-5;4396352-3
18919-2;4129654-0
20553-3;4835581-1
20553-3;4164152-8
10754-6;4269913-7
13481-0;4239477-6
13481-0;4151331-9
12964-6;4017310-0
19221-3;4426198-6
19073-6;4175812-2
11876-1;4177433-4
16297-6;4012005-3
11034-0;4121020-7
16247-0;4149920-7
18137-4;4145629-4
12458-0;4069455-0
29227-6;1036653315
29860-5;4051253-8
10029-5;4079347-3
19811-3;4124925-2
29801-0;4198123-6
29028-5;4369028-2
10845-3;4179825-9
10334-0;4183926-2
19836-1;4316413-4
19836-1;4138150-6
18175-3;4276193-1
15939-4;4113510-6
12416-2;4125263-9
18348-5;4152220-5
11301-3;4113499-0
11301-3;4127432-5
16193-4;4032524-6
10979-3;4047297-8
10565-2;4113492-8
12065-5;4484034-2
12065-5;4120597-2
12065-5;4047347-8
12069-4;4125011-4
10215-1;4208940-2
16527-1;4001479-4
29568-1;7504704-4
14934-5;4799345-5
14934-5;4067990-1
11061-4;4046242-0
14749-0;4150722-8
14751-6;4129539-0
14751-6;4070083-5
28045-3;4767789-2
19296-0;4163033-6
19296-0;4162093-8
14981-3;4134550-2
12735-0;4017519-4
13232-0;4352519-2
19041-5;4509864-5
19041-5;4033229-9
10629-2;4120953-9
15441-2;4139587-6
14554-1;4024466-0
14554-1;4039249-1
10144-5;4039225-9
12299-1;4065674-3
10813-2;4163266-7
10758-5;4181816-7
19744-6;4027274-6
12768-6;4140243-1
12724-5;4037873-1
14366-2;4136602-5
18119-6;4124317-1
19636-2;4068112-9
18736-3;4006249-1
18736-3;4183932-8
14218-3;4192575-0
12590-0;4141707-0
12590-0;4141706-9
18538-0;4016033-6
13998-5;4181751-5
13998-5;4055409-0
13007-0;4193858-6
15104-6;4191592-6
18700-3;4117571-2
19292-1;4019023-7
13518-3;4168258-0
10186-3;4121248-4
11573-5;4177802-9
10910-4;4061842-0
14292-5;4224517-5
12304-6;4213995-8
19431-6;4246990-9
19853-1;4027372-6
16543-3;4077559-8
16543-3;4055710-8
27630-4;4054790-5
18537-2;4023376-5
29704-5;4399211-0
12216-3;4130240-0
12216-3;4069453-7
19541-6;4456666-9
18903-3;4032796-6
19641-2;4006294-6
18930-0;4123732-8
15655-4;4033422-3
10706-3;4123841-2
10214-3;4175607-1
15685-2;4066562-8
13837-1;4129091-4
13837-1;4169785-6
18006-5;4053038-3
12112-1;4121434-1
29796-2;7510520-2
12196-4;4020654-3
12718-0;4013967-0
11900-2;4049040-3
12198-0;4133620-3
12198-0;4133619-7
12529-3;4159014-4
19318-2;4279143-1
18124-6;4225604-5
19096-1;4219423-4
19096-1;4323274-7
14043-5;4039860-2
14043-5;4500888-7
15790-5;4047704-6
19659-4;4033552-5
19659-4;4033569-0
18989-2;4014733-2
15945-2;4020547-2
10533-1;4281072-3
13029-4;4014005-2
13029-4;4151974-7
13029-4;4160760-0
10387-0;4077791-1
18891-5;4038270-9
10247-2;4030426-7
18250-1;4008195-3
29916-4;7601156-2
16587-4;4020015-2
18691-6;4232759-3
29653-3;4205147-2
20842-3;7725520-3
19198-0;4157500-3
18070-3;4032903-3
29695-1;7720918-7
15757-3;4331113-1
15757-3;4014305-3
15757-3;4057817-3
15947-5;4040233-2
10060-4;4060619-3
18199-3;4148175-6
14245-0;4185646-6
10206-2;4208011-3
19902-0;4212285-5
19902-0;4002799-5
12677-2;4034081-8
12677-2;4166448-6
12090-6;4078617-1
27348-4;4134584-8
19287-1;4128046-5
10618-0;4162064-1
18734-0;4270199-5
19239-5;4418672-1
13355-5;4033430-2
13355-5;4998392-1
13355-5;4033423-5
20897-6;4632087-8
12509-2;4187411-0
13615-5;4010520-9
12393-2;4124934-3
12393-2;4055525-2
29903-6;4044795-9
14479-3;4020119-3
16479-0;4113743-7
20948-1;4201693-9
20948-1;7730601-6
16730-4;4189718-3
13376-4;4002849-5
14515-4;4132854-1
13197-4;4008626-4
13197-4;4384147-8
29823-4;4198888-7
18559-6;4061629-0
11358-2;4803086-7
11358-2;4124581-7
16769-5;4006443-8
29654-1;4145377-3
12337-5;4069703-4
12337-5;4069454-9
24705-0;4127776-4
10884-0;4136537-9
29922-2;4035816-1
12693-4;4113594-5
13578-6;4177061-4
13578-6;4048579-1
30019-3;4421423-6
10902-3;4037625-4
18059-5;4425143-9
18059-5;4431208-8
11142-4;4209689-3
11142-4;4055829-0
10602-1;4003789-7
10602-1;4003763-0
19291-3;4322381-3
12521-5;4032596-9
18645-6;4125717-0
14070-2;4043242-7
19737-3;4043726-7
19737-3;4031225-2
12306-2;4127425-8
12306-2;4006172-3
11636-0;4129062-8
15478-0;4050133-4
10684-1;4136939-7
11722-0;4056673-0
19966-2;4128408-2
13085-1;4331523-9
29898-1;4173825-1
19338-3;4139346-6
11971-0;4138964-5
18500-4;4050406-2
11367-1;4006681-2
16404-3;4048171-2
13441-5;4166679-3
29052-1;4048715-5
18829-3;4113306-7
15730-2;4141186-9
13767-3;4189324-4
13767-3;4198010-4
12207-4;4017195-4
11957-1;4029823-1
12905-1;4004811-1
12905-1;4069177-9
10207-0;4322425-8
19132-2;4123448-0
19132-2;4203710-4
11267-5;4003689-3
12103-2;4247907-1
14216-0;4073754-8
14216-0;4203219-2
11965-2;4019956-3
15251-0;4372292-1
11599-1;4017176-0
18670-0;4140657-6
12175-5;4003550-5
16185-3;4261714-5
19294-4;4029195-9
19516-5;4612632-6
18025-1;4049506-1
16283-3;4129320-4
29822-6;4002719-3
12749-3;4224504-7
12749-3;4154155-8
12749-3;4131022-6
18595-2;4334629-7
13120-4;4196935-2
29761-0;4497812-1
29761-0;4249091-1
18281-4;4134359-1
18281-4;4140245-5
12135-3;4210296-0
20855-1;4639012-1
10465-6;4059205-4
18163-3;4138261-4
15373-0;4132280-0
15753-4;4124074-1
15753-4;4178393-1
13329-6;4000306-1
18380-2;4058956-0
11286-1;4112560-5
11286-1;4002587-1
14116-4;4060370-2
30030-1;4117662-5
15859-2;4117714-9
14808-3;4184078-1
14808-3;4184454-3
18221-1;4152747-1
11659-2;4022355-3
10300-3;4062644-1
15637-6;4008690-2
15101-5;4004941-3
15126-3;4251573-7
10272-3;4063886-8
15706-6;4066399-1
12975-1;4014743-5
13242-4;4006761-0
13242-4;7748765-5
15051-1;4075297-5
13861-4;4117672-8
16306-3;4136252-4
18098-2;4197318-5
10239-1;4175807-9
10239-1;4372136-9
19671-0;7549815-7
19671-0;4514622-6
12384-3;4205004-2
15735-6;4134979-9
12998-3;4166353-6
16515-1;4033581-1
16515-1;4145273-2
15893-2;4057302-3
10025-6;4063885-6
28353-6;4164958-8
10511-4;4058331-4
29804-1;4168905-7
28923-5;7542254-2
12004-4;4161710-1
18752-5;4117671-6
15676-3;4056449-6
11569-3;4055856-3
11569-3;4055776-5
16554-5;4014606-6
14980-5;4043076-5
18519-4;4304068-8
15093-6;4128399-5
13072-3;4148256-6
10291-6;4138341-2
18655-3;4244904-2
18655-3;4184642-4
19040-0;4032386-9
15656-2;4035408-8
12808-6;4125960-9
11441-1;4124975-6
11809-2;4000776-5
19787-2;4026331-9
18241-2;4148290-6
10797-2;4259219-7
10797-2;4003783-6
11288-4;4035113-0
11288-4;4035114-2
11288-4;4284509-9
12910-1;4023299-2
13988-1;4473975-8
13988-1;4125974-9
19573-0;4288533-4
19916-3;4332831-3
19916-3;4317130-8
21082-4;4123447-9
13352-4;4154384-1
11356-6;4000883-6
11356-6;4000881-2
11356-6;4284923-8
18490-2;4589014-6
15972-6;4048835-4
10822-1;4437841-5
16314-4;4017754-3
18030-1;4077920-8
10406-1;4063898-4
15842-5;4145028-0
18979-5;4234285-5
18770-3;4306932-0
11968-3;4135789-9
16332-2;4019737-2
29929-2;7845727-0
14225-6;4012069-7
19830-6;4074442-5
19830-6;4190155-1
10187-1;4131857-2
11537-2;4071675-2
11537-2;4266047-6
15727-5;4124508-8
13821-2;4188017-1
29657-2;1042246734
28329-3;4280806-6
29887-6;4156111-9
13268-0;4018908-9
12079-1;4074518-1
18252-4;4074676-8
14738-5;4126815-5
18587-1;4140641-2
18162-5;4203043-2
18162-5;4132099-2
12085-6;4006179-6
12085-6;4037278-9
29571-5;4043216-6
14154-3;4387670-5
14154-3;4390795-7
15979-6;4057808-2
12035-0;4246611-8
15336-6;4170720-5
12185-2;4023690-0
13641-4;4154095-5
29944-6;4252999-2
10225-5;4257954-5
10225-5;4384597-6
12492-0;4156541-1
12780-2;4122113-8
12780-2;4012421-6
12923-6;4508317-4
29984-1;4137176-8
18007-3;4000201-9
18007-3;4186786-5
19107-1;4329573-3
28384-2;4132262-9
15930-1;4042452-2
19301-5;4347191-2
12798-4;4023246-3
10278-5;4139121-4
10638-1;4362278-1
14123-0;4025823-3
19253-4;4066559-8
11415-2;4019889-3
13390-3;4193242-0
15408-0;4230396-5
10606-0;4003858-0
13964-1;7627831-1
13964-1;4066455-7
13437-3;4131139-5
16654-1;4162511-0
14593-5;4013537-8
14593-5;4052945-9
10016-0;4139399-5
10016-0;4154143-1
12796-1;4129054-9
12796-1;4063129-1
19733-4;4062547-3
18143-2;4196324-6
18409-4;4129145-1
11535-6;4017211-9
12470-3;4008086-9
15723-6;4055772-8
15315-0;4339273-8
11216-1;4233506-1
10478-4;4044874-5
13391-1;4063089-4
10313-1;4153603-4
11382-5;4062005-0
29935-0;4319296-8
14200-1;4031641-5
14200-1;4164619-8
14060-5;4020933-7
11309-1;4002805-7
19655-5;4561842-2
10488-1;4002963-3
18431-4;4273897-0
12625-0;4193143-9
14413-5;4140524-9
16489-4;4003846-4
16489-4;4191416-8
16489-4;4012404-6
16489-4;4165113-3
16489-4;4012407-1
16489-4;4143555-2
18329-2;4445089-8
15941-3;4071184-5
16198-1;4057795-8
18434-5;4124801-6
19139-2;4117346-6
15910-0;4006291-0
10593-4;4050420-7
19219-4;4114581-1
12668-3;4203807-8
18976-4;4062638-6
11391-4;4117622-4
11391-4;4205121-6
18498-0;4444715-2
16280-2;4043649-4
16190-3;4010452-7
19544-0;7730524-3
19544-0;4592128-3
12326-3;4112755-9
24621-6;4000100-3
18643-3;4123202-1
18874-5;4134590-3
16739-0;4139028-3
18741-3;4078850-7
18296-5;4781185-7
19729-2;4022901-4
10976-2;4135420-5
18107-6;4011517-3
29808-0;4073331-2
20261-2;4300861-6
10812-4;4194297-8
15839-1;4114395-4
16176-4;4140705-2
16176-4;4140706-4
16176-4;4004923-1
16176-4;4128010-6
19274-3;4178227-6
19713-3;4127873-2
13024-0;4190780-2
16204-4;4155435-8
19806-3;4188417-6
12916-3;4027561-9
18613-5;4019638-0
12721-4;4235141-8
13584-4;4187820-6
29442-2;4035439-8
29442-2;4130705-7
19225-2;4121579-5
27282-1;4139808-7
18390-6;4141916-9
15982-3;4167060-7
15982-3;4063270-2
21020-5;4684051-5
15272-6;4121608-8
19189-1;4775432-1
10350-2;4199922-8
16037-4;4062127-3
12720-6;4197691-5
16207-5;4046540-8
13513-6;4036570-0
13513-6;4016320-9
29758-3;4134227-6
11322-2;4019729-3
11322-2;4036229-2
13845-2;4066794-7
12955-0;4117223-1
13051-4;4032690-1
14279-4;4135605-6
10895-2;4065835-1
12575-3;4055877-0
14601-4;4009874-6
15798-3;4031883-7
29945-4;4653294-8
11866-4;4034359-5
12935-6;4220834-8
19473-4;4077809-5
14802-1;4044522-7
14802-1;4388025-3
14802-1;4448603-0
13519-1;4242795-2
15555-1;4032317-1
15410-6;4040936-3
19601-0;4031630-0
16136-2;4006231-4
18591-3;4179570-2
16299-2;4041279-9
10763-5;4012671-7
29816-1;4076217-8
18943-5;4123471-6
18667-3;4208404-0
16303-2;4046565-2
15922-0;4026718-0
15922-0;4253185-8
18615-1;4062911-9
10348-3;4165756-1
12256-5;4043668-8
12957-3;4135837-5
13974-5;4023832-5
12891-0;4072820-1
18937-0;4168116-2
13574-0;4151498-1
12816-0;4181791-6
